,contents
1258," 삼성전자 스마트폰 '갤럭시 노트10'의 휴대전화보험(단말보험) 보험료가 월 5500원 수준으로 결정될 것으로 예상된다. 애플의 아이폰 11은 7000원이다.보험개발원은 25일 이동통신 3사가 운영 중인 단말보험 통계를 분석해 기준가격이라고 할 수 있는 참조순보험요율을 산출했다고 밝혔다.단말보험은 휴대전화의 도난·분실 또는 파손 시 새로운 기기로 교체해주거나 수리비를 지급하는 보험이다. 가입자 수가 1000만명에 육박한다.개발원은 리퍼폰 제도를 운용하는 애플의 아이폰과 그 밖의 휴대전화를 구분해 보상한도와 자기부담금에 따라 참조순보험요율을 산출했다고 설명했다.자기부담금 30%, 보상한도 120만원 기준으로 갤럭시 노트10의 영업보험료는 5500원이다.자기부담금 30%, 보상한도 150만원, 리퍼보상한도 50만원 기준으로 '아이폰11'의 영업보험료는 7000원이다.개발원이 제시한 영업보험료는 업계 평균 수준으로 기존에 출시된 상품의 보험료는 이보다 다소 높거나 낮다. 새로 단말보험 시장에 진입하려는 보험사는 보험개발원의 참조순보험요율을 사용하므로 앞으로 보험료가 이 수준으로 수렴될 가능성이 있다.유승완 보험개발원 재물보험팀장은 이번 참조순보험요율이 ""연간 보험료 규모가 5천억원 수준인 휴대전화보험 시장의 보험료율 체계를 합리적으로 개선하는 출발점이 됐다는 데에 의미가 있다""며 ""모바일기기 기술발전에 부응할 수 있도록 휴대전화보험 참조순보험요율체계도 지속해서 개선할 계획""이라고 말했다.오현길 기자"
1259,"애플의 보급형 모델 신형인 아이폰SE2가 최근 중국 정저우에 위치한 조립 공장에서 생산 최종 단계에 돌입하였다는 소식이 들려오며 출시에 대한 내용이 더욱 구체적으로 나오고 있다. 외신 등에 따르면 최종 생산 검증 단계에 들어간 아이폰SE2를 조만간 공개할 것으로 전망되고 있으며, 그간 소문으로만 접할 수 있었던 아이폰SE2에 대한 구체적인 추측이 쏟아져 나오고 있다.아이폰SE2는 4.7인치의 LCD 디스플레이와 터치ID 홈 버튼이 있어 아이폰8과 유사할 것으로 전망되었으나, A13 프로세서와 3GB의 램을 장착하여 아이폰11과 성능이 유사할 것으로 추정되고 있다. 더불어 64GB와 128GB의 모델 두 가지로 나뉘어 질 전망이며, 64GB 기준 399달러의 가격이 책정될 예정이다.애플의 신제품에 대한 정확한 예측을 내놓아 신빙성이 높은 것으로 판단되고 있는 애플 전문 분석가 밍치궈 애널리스트에 따르면 애플이 올해 상반기에 아이폰을 출시할 계획이라고 밝혔으며, 더불어 3월 말 아이폰SE2의 공개를 목표로 하고 있다고 전했다. 일각에서는 '코로나19'로 인하여 아이폰SE2의 출시 일정이 연기될 수 있다는 예측을 제기하였으나, 공개 일정은 차질 없이 진행될 것으로 예견되고 있으며, 아이폰SE2의 출시 물량 또는 아이폰12 시리즈의 출시에 미칠 영향에 대해서는 정확한 예측을 하기 어려운 것으로 알려졌다.아이폰SE2를 두고 아이폰9이라는 명칭을 붙일 것이라는 관측에 무게가 실리고 있으며, 애플은 올해 9월 아이폰12 시리즈를 출시할 전망이다. 아이폰12 시리즈는 5G 지원 모델을 포함하여 총 4가지의 모델로 구성될 것으로 예상되고 있다.스마트폰 공동 구매 카페 '블루폰'에서는 갤럭시S20 시리즈의 실 판매가 진행되어 갤럭시S10, 갤럭시노트9 등의 삼성전자 구형 4G LTE 모델에 대한 가격 인하를 단행하였으며, 이를 통해 출고 가격 90% 가량 인하된 가격인 10만원대의 가격으로 구매할 수 있어, 전무후무한 혜택으로 알려지며 구형 플래그십 모델 구매 적기로 소비자 사이에서 입소문이 나고 있다.아이폰SE2의 출시 소식에 따라 구형 아이폰까지 재고 정리 대상으로 확대한 '블루폰'에서는 연일 특가 아이폰 모델이 쏟아져 나오고 있다. 곧 재고 정리에 돌입할 모델을 선별하여 이른바 '찜 특가'라는 명칭으로 가격 인하 프로모션을 진행하고 있으며, 현재 '찜 특가' 모델로는 아이폰XR(20만원대), 아이폰XS(30만원대) 등이 있다. 연일 추가되는 구형 모델로 인해 소비자의 이목이 집중되고 있다.에어팟2세대를 구매 사은품으로 지급하고 있는 아이폰7 외에도 아이폰8까지 무료 구매 혜택을 확대하였으며, 두 모델은 할부 원금 기준 0원으로 판매되어 높은 인기를 누리고 있는 추세이다. 더불어 아이폰X의 가격이 90% 할인 폭이 적용되어 10만원대의 가격으로 선보여지고 있으며, 아이폰8의 경우 중/저가 요금제부터 0원 구매가 가능하여 더욱 인기가 증가하고 있다.자세한 사항은 '블루폰' 네이버 카페를 통해 확인이 가능하다.디지털전략부"
1260,"애플이 아이폰과 아이패드, 맥 등 세척에 소독제가 함유된 물티슈를 사용해도 된다는 내용의 지침을 업데이트했다. 코로나19 확산에 대응하는 조치로 해석된다.애플은 홈페이지의 애플 제품을 청소하는 방법을 안내하는 페이지에 “70% 이소프로필 알코올 물티슈나 클로락스(Clorox) 소독 물티슈로 애플 제품의 디스플레이와 키보드 또는 기타 딱딱한 외부 표면을 부드럽게 닦을 수 있다고”는 내용을 추가했다.다만 애플 제품을 세정제가 섞인 물에 담구거나 직접적인 세제 분사, 표백제, 에어로졸 스프레이, 연마제 등은 사용하지 않을 것을 권고했다.애플은 그동안 아이폰 세척 지침으로 렌즈 닦이와 같은 부드러운 천에 일반 물이나 따뜻한 비눗물만을 약간 적셔 닦아낼 것을 제시했다. 특히 세척제와 연마제 등 화학약품은 아이폰과 아이패드 화면에 적용된 코팅이나 카메라 주변부 글래스 소재를 손상시키고 수명을 단축시킬 수 있다고 경고해 왔다.박정은기자"
1261,"“급한 대로 블루투스 켜/ 아무 노래나 일단 틀어/ 아무거나 신나는 걸로/ 아무렇게나 춤춰” 지코의 ‘아무노래’가 유행이다. ‘아무노래’의 성공 요소는 따라 하기 쉬운 가사와 동작으로 ‘틱톡’ 등 채널을 활용한 자발적 참여가 이어진, 일종의 ‘밈(meme, 유행 요소를 응용해 만든 콘텐츠)’ 현상이란 점을 꼽는다. IT 업계 역시 SNS 채널을 활용한 ‘밈’을 적극적으로 어필하고, 활용한다. ‘갤럭시 필름 페스타’와, ‘아이폰 야간 모드 사진 챌린지’ 등이 대표적이다.  'Shot-on-iPhone Challenge 2020' 오스틴 만(Austin Mann)이 iPhone11 Pro 야간 모드로 찍은 사진  "
1262," /AFPBBNews=뉴스1최근 발생한 총기 난사 사건 범인의 아이폰 잠금 해제 문제를 두고 미국 법무부를 비롯해 도널드 트럼프 대통령까지 압박에 나섰다. 트럼프 대통령은 ""그동안 무역 문제 등으로 애플을 많이 도왔다""면서 ""총격범의 아이폰을 잠금해제하라""고 말했다. 14일(현지시간) 블룸버그통신에 따르면 이날 트럼프 대통령은 자신의 트위터에 ""우리는 그동안 무역과 다른 많은 문제들과 관련해 애플을 항상 도왔다""면서 ""하지만 그들은 살인과 마약 거래 등 폭력적인 범죄에 연루된 이들의 아이폰 잠금 해제를 거부하고 있다""고 비난했다. 이어 ""그들은 당장 책임을 져야하고, 우리의 위대한 나라를 도와야 한다. 미국을 다시 위대하게 만들자(MAKE AMERICA GREAT AGAIN)""라고 덧붙였다. 앞서 지난달 6일 미국 플로리다 펜서콜라 해군 항공기지에서 사우디 공군 소위 훈련생이었던 무함마드 알샴라니가 총기를 난사, 3명이 숨지고 8명이 부상을 당했다. 미 수사당국은 범인이 현장에서 사살됐기 때문에 범행 이유와 공모 등을 알기 위해 그의 아이폰 2대를 해제할 것을 애플에 요청한 상태다.  전날 윌리엄 바 미 법무장관도 이번 총격 사건을 '테러'로 규정하면서 애플에 아이폰 잠금을 풀 것을 촉구했다. 바 장관은 ""애플이 아이폰 잠금 해제에 충분한 도움을 주지 않는다""면서 ""애플을 비롯한 IT(정보기술)기업들이 미국인의 생명을 보호하고 미래의 공격을 방지할 해결책을 찾도록 도와줄 것을 요구한다""고 했다. 블룸버그통신은 미 정부가 테러 등 특정 상황에서 정부가 바로 아이폰을 해제할 수 있는 일종의 '백도어'를 제공하라는 뜻이라고 설명했다. 애플은 ""수사에 필요한 클라우드 데이터 수십 기가바이트를 수사당국에 제공했다""면서 협조하고 있다는 입장을 밝히면서도 ""백도어나 보안을 해제할 특정 소프트웨어를 개발하지 않을 것""이라고 했다. 애플은 ""백도어는 국가 안보뿐 아니라 고객 개인정보 안전성까지 위협한다""면서 ""선의의 백도어는 없다""는 입장을 밝히고 있다. 블룸버그통신은 미 당국이 애플 도움 없이도 아이폰을 잠금해제할 수 있지만, 트럼프 대통령까지 나서 애플을 압박하는 건 그동안 큰 사건이 터질 때마다 애플과 정부과 마찰을 빚어왔기 때문이라면서 정부가 앞으로 IT기업들에게 백도어를 만들도록 요구가 거세질 수 있다고 했다. 앞서 2016년에도 애플은 당국과 충돌한 적이 있다. 당시 캘리포니아 샌 버나디노에서 총격사건이 일어나 14명이 사망하자, 법무부는 범인의 아이폰에 접근할 수 있도록 협조해야 한다며 애플을 상대로 소송을 제기했었다. 강기준 기자"
1263,"애플 “계정정보 등 기가바이트 분량 정보 넘겼다” 반박도널드 트럼프 미국 대통령이 지난해 12월 플로리다주 펜서콜라 해군기지에서 발생한 총기테러 사건 용의자의 휴대전화를 조사하는 데 해당 제품의 제조사인 애플이 전혀 협조하지 않고 있다고 비판했다.14일 로이터통신 등에 따르면 트럼프 대통령은 이날 트위터를 통해 “우리는 항상 애플의 사업과 다른 많은 사안을 돕고 있지만, 애플은 살인범과 마약범, 다른 폭력범죄자들이 사용했던 휴대전화의 잠금장치 해제를 거부하고 있다”고 말했다. 그는 이어 “애플은 지금 당장 행동에 나서 우리 위대한 나라를 도와야 한다”고 촉구했다. 앞서 윌리엄 바 법무장관도 13일 총격사건 수사 결과를 발표하면서 범인의 아이폰 잠금해제 등에 “(애플이) 어떤 실질적인 도움도 주지 않았다”고 비판했다.총격범인 사우디아라비아 공군 소속 모하메드 사이드 알샴라니(21) 중위가 보유한 아이폰5와 아이폰7은 각각 2012년, 2016년 출시 모델이며 미 연방수사국(FBI)은 두 기종의 잠금 해제를 애플에 요구하고 있다. 이에 대해 애플은 13일 성명을 통해 휴대전화에 저장된 암호화된 정보에는 접근할 수 없다는 입장을 고수하면서도 총격범 계정정보를 비롯해 아이클라우드 백업 자료, 거래 내용 등 기가바이트 분량의 정보를 당국에 넘겼다고 밝혔다.아이폰 잠금해제 문제를 둘러싸고 공방이 벌어지는 가운데 수사당국이 애플의 도움 없이도 아이폰을 해킹해 정보를 취득할 수 있다는 사이버 보안전문가들의 지적도 나왔다. FBI가 직접 아이폰의 보안 취약성을 활용해 애플의 협조 없이도 잠금장치를 풀 수 있다는 것이다. 전문가들은 이스라엘에 본사를 둔 정보기술(IT) 업체 셀레브라이트 등 관련 기업에 외주를 주면 된다고 말했다. 2016년 캘리포니아주 샌버너디노 테러 사건 때도 애플이 테러범의 아이폰 잠금해제 요구를 거절하자 FBI는 셀레브라이트와 해커들의 도움을 받아 잠금기능을 푼 것으로 알려졌다. "
1264,"팀 쿡, “우한 폐렴 영향 대비할 것”로이터 연합뉴스 자료사진애플이 지난해 가을 출시한 아이폰 11의 인기에 힘입어 시장 기대치를 웃도는 실적을 기록했다. 28일 애플 발표에 따르면 2020회계연도 1분기(2019년 10~12월) 애플 매출은 918억달러(약 108조원)로 시장의 예상치(약 885억달러)를 웃돌았다. 지난해 같은 기간 대비 9% 증가해 사상 최고를 기록했다. 주당순이익(EPS)은 4.99달러로 역시 시장 예상치(4.55달러)를 넘어섰다.특히 애플 매출의 핵심인 아이폰 매출이 아이폰 11의 인기에 힘입어 559억6,000만달러(약 66조원)를 기록, 5분기만에 증가세로 전환됐다. 시장 예상치는 516억달러였다. 팀 쿡 애플 최고경영자(CEO)는 “아이폰 11과 아이폰 11 프로 모델이 성장을 주도했다”며 “역사상 가장 강력한 라인업”이라고 말했다. 애플워치, 에어팟 등 기타 기기 매출은 100억달러를 기록했다. 애플 TV 플러스 등 구독 서비스와 신용카드 등을 포함한 서비스 부문의 매출은 127억달러를 기록해 성장세를 유지했지만 시장 기대치(130억달러)에는 못 미쳤다. 애플은 스마트폰 부문의 침체에서 벗어나기 위해 웨어러블 기기와 서비스 등의 분야를 장기적으로 확대할 계획을 세우고 있다.다만 애플은 2020년 1~3월 분기에는 신종 코로나바이러스 감염증(우한 폐렴) 확대 여파에 대비하고 있다며 630억에서 670억달러 가량의 매출을 기록할 것으로 예상했다. 쿡 CEO는 로이터에 “코로나바이러스로 인한 불확실성의 여파로 범위를 넓힌 예측치”라고 설명했다. 그는 “지난주 기준으로 여행이 제한되고 있으며 상황이 확대되고 있어 자료를 확보하고 자세히 모니터링 중”이라고 밝혔다.인현우 기자"
1265,"애플이 수년 간 쌓아온 아이폰 가격 방어 정책이 허물어졌다.애플은 삼성전자, LG전자 등 다른 모든 스마트폰 제조사와 달리 모든 유통 채널에서 공식적인 정가를 유지하는 가격 정책을 퍼왔다. 이 때문에 아이폰은 차기 모델이 나오기 전까지 가격이 원래 수준을 유지하는 이른바 ‘가격 방어’ 가 매우 잘된다는 평가를 받아왔다.그러나 올해 3월 초에 출시 예정인 애플의 중저가 모델 ‘아이폰SE’의 후속작 ‘아이폰SE2’ 출시를 앞두고 기존 아이폰 시리즈들의 가격이 일제히 인하했다.내용에 따르면 회원수 28만 명이 활동 중인 온라인 스마트폰 공동 구매 카페 ‘핫딜폰’ 은 출시를 앞둔 아이폰SE2를 대상으로 사전예약 이벤트를 개시하고 기존 아이폰 시리즈들의 가격을 대폭 낮춰 화제를 모으고 있다.핫딜폰은 아이폰SE2 사전예약 혜택으로 애플워치4, 아이패드 PRO 3세대, 에어팟 프로, 아이패드 9.7 등 고가의 사은품과 추첨식으로 아이폰SE2 공기계와 아이폰SE2 반값 할인, 12개월 요금 지원 등 제공하며 신청만 해도 스타벅스 아메리카노 기프티콘과 정식 예약 진행 시 ‘무료 문자 알림 서비스’ 를 제공한다.또한, 핫딜폰은 황금재고로 알려진 아이폰8과 아이폰X는 각각 10만 원대, 20만 원대까지 가격을 낮췄으며 아이폰XR은 출고가 기준 50% 이상 낮아진 50만 원대, 아이폰7은 공짜폰으로 전향하여 아이폰 유저들 사이에서 큰 인기를 얻고 있는 것으로 나타났다.이 밖에도 핫딜폰은 아이폰11 시리즈, 아이폰XS 시리즈 구매 시 가격 할인 대신 에어팟 프로, 아이패드 등 고가의 사은품을 내걸기도 했다.핫딜폰 관계자는 “아이폰SE2는  2016년 아이폰SE 출시 이후 4년 만에 출시되는 중저가 모델로 4.7인치의 LCD 디스플레이의 아이폰8과 비슷한 외관에 터치ID 기능과 애플의 최신 모델 ‘아이폰11 시리즈’ 에 탑재된 A13 바이오닉 칩셋이 동일하게 탑재될 것으로 보인다.” 라고 말했다.이어 “아이폰SE2 가격은 아이폰11과 동일한 칩셋을 탑재했음에도 64GB 기준 399달러(47만 원대)로 기존에 출시 된 아이폰 시리즈의 가격 방어가 무너질 수 밖에 없게 됐다.” 라고 덧붙여 말했다.자세한 내용은 네이버 카페 ‘핫딜폰’ 에서 확인할 수 있다.디지털전략부"
1266,"애플이 오는 9월 출시예정인 아이폰12 시리즈에도 USB-C 포트가 아닌 라이트닝 포트를 유지할 것이라는 소식이다.최근 애플과 관련된 정보유출로 유명한 유튜브 계정 프런트페이지테크(@frontpagetech) 운영자 존 프로서(Jon Prosser)는 “애플은 USB-C를 건너뛰고 곧바로 완전 무선 형태로 이전할 것”이라며 “따라서 아이폰12에는 결단코 USB-C는 지원되지 않을 것이다”라고 전했다.또한, 아이폰12 시리즈가 스타일러스(애플 펜슬)를 지원할 것이냐는 일부 질의에도 “그러한 일은 볼 수 없을 것”이라며 “EU의 충전 포트 통일화 요구에도 애플은 신경을 쓰지 않고 있다”고 덧붙였다.존 프로서는 지난 15일 출시된 애플의 아이폰 SE2와 관련된 정확한 정보를 유출하며 주목을 받았다. 그런 그가 아이폰12에 USB-C 포트를 장착하지 않을 것이라고 밝힌 것은 지난 몇 달 동안 EU의 압력과 안드로이드 공통 표준에 동참할 것이라는 소문이 난무했기 때문이다.유럽연합은 스마트폰 제조사들이 범용(어느 제품에나 사용이 가능한) 충전 표준 채택을 독려하는 결의안을 마련하면서 아이폰12도 이에 따를 것이라는 추측에서 비롯된 경향이 크다. 다만 아직 결의안은 채택되지 않은 상태다.이와 관련 지난 1월 애플은 BBC에 보낸 의견서를 통해 “우리의 단말기와 액세서리를 사용하는 수백만 유럽 고객들에게 영향을 미치게 되는 것은 물론 엄청난 양의 전자 폐기물을 생산할 것”이라며 우려를 표명한 바 있다.애플은 과거에도 30핀 커넥터를 고집하다 지난 2012년 현재의 라이트닝 커넥터로 전환했으며 아이폰을 제외한 아이패드 프로, 맥북 프로, 맥북 에어에는 USB-C 포트를 장착하고 있다. 지난달 또 다른 경로를 통해 유출된 보도에 따르면 애플은 포트리스(포트가 없는) 아이폰을 위해 포기했던 에어 파워(무선충전기) 프로젝트를 재가동 중인 것으로 알려졌으며 애플 분석가인 궈밍치는 지난해 말 애플이 2021년 완전한 무선 아이폰을 출시할 것이라고 예견하기도 했다.그러나 현재 소비자들의 관심은 애플이 완전히 충전 포트가 없는 완전한 무선 아이폰을 언제 출시할 것인지보다 USB-C로 전환하지 않을 것이라는데 더 쏠려 있는 것 같다. 존 프로서의 주장에 200개가 넘는 답글과 질문이 쏟아지고 있기 때문이다.▶ 조세일보 홈페이지 / 정회원 가입▶ 조세일보 네이버 뉴스스탠드 구독(종합/경제)백성원"
1267,"애플이 지난해 10월 국내 출시한 아이폰11 프로. 애플 제공지난해 4분기 애플의 한국 점유율이 직전 분기보다 2.5배 늘었다. 후면 툭 튀어나온 사각형 카메라 모듈로 ‘인덕션이냐’는 비아냥을 받던 ‘아이폰11’이 예상을 깨고 높은 판매량을 기록한 결과다. 반면 지난해 8월 출시한 ‘갤럭시노트10’ 초반 판매 효과가 줄어들면서 삼성전자 점유율은 14%포인트 하락했다. 하지만 LG전자 ‘V50S 씽큐’ 등 5G 스마트폰 모델 다양화로 4분기 전체 스마트폰 시장은 전분기보다 1.6% 증가했다.25일 글로벌 시장조사업체 카운터포인트에 따르면 지난해 4분기 국내 스마트폰 시장은 전분기 대비 1.6% 늘었고, 삼성전자가 점유율 57%로 1위, 애플(28%)이 2위, LG전자(15%)가 3위를 기록했다.국내 스마트폰 브랜드 점유율 현황. 카운터포인트리서치 제공포화상태인 스마트폰 시장은 최근 몇 년 동안 감소세를 보여왔지만, 지난해 4월 5G 상용화 이후 상반기 소폭 성장세로 전환했고 3분기에는 갤럭시노트10 등 5G 모델이 추가 출시되면서 회복 조짐이 본격적으로 보이기 시작했다.하반기 주력 제품으로 갤럭시노트10을 앞세운 삼성전자의 4분기 점유율은 57%로 집계됐다. 갤럭시노트10이 출시됐던 3분기(71%)보다는 14%포인트 하락했고, 2018년 4분기(58%)와는 비슷한 수준이다. 삼성전자가 점유율 1위 자리를 지키긴 했지만 애플의 성장세가 두드러졌다. 지난해 3분기 11%에 그쳤던 애플의 점유율은 아이폰11 출시와 함께 4분기 28%로 2배 넘게 늘었다. 2018년 4분기(25%)와 비교해도 3%포인트 상승했다. LG전자는 아이폰11 시리즈보다 2주 앞서 V50S를 출시해 시장 선점을 노렸지만 점유율은 15%를 기록했다. 직전분기인 3분기(17%)와 전년 동기(16%)보다 각각 2%포인트, 1%포인트 감소했다.임수정 카운터포인트리서치 연구원은 “2019년 애플의 신규 모델은 5G를 지원하지 않고 카메라 디자인에 호불호가 갈리면서 판매에 부정적인 영향이 있을 것으로 우려하는 목소리가 있었지만, 고객들은 애플에 변함 없는 브랜드 충성도를 보여줬다”며 “특히 아이폰11이 가격 인상 없이 작년 아이폰XR과 동일한 가격을 유지한 것이 주효한 것으로 보인다”고 분석했다. 임 연구원은 “한편으로는 사용자들이 아직 5G의 필요성을 못 느낄 만큼 통신 품질이 불완전하거나 5G 콘텐츠가 부족한 것으로도 해석할 수 있다”고 밝혔다.맹하경 기자"
1268,"코로나바이러스 확산으로 애플의 아이폰 SE2 출시가 영향을 받을 것으로 관측되는 가운데 차기 아이폰12를 위한 준비는 예정대로 진행되는 것으로 보인다.대만의 IT 전문 보도 매체 디지타임스는 애플이 코로나 19로 인해 아이폰 SE2 출시와 생산이 큰 타격을 입은 것으로 보이지만 아이폰12 출시를 위한 준비는 조심스럽게 진행하는 것으로 파악됐다고 12일 보도했다.업계 정보에 정통한 소식통은 매체와 인터뷰에서 “아이폰12 시리즈에 탑재예정인 A14 칩세트의 유일한 공급회사인 대만 TSMC가 최첨단 5nm(나노미터 1nm=10억분의 1m) EUV(극자외산) 공정에서 4월부터 양산에 돌입할 것”이라고 말했다.전통적으로 애플의 아이폰 시리즈에 장착되는 A 칩세트 시리즈는 새로운 아이폰이 출시되기 4~5개월가량 앞선 시점인 4월 또는 5월에 본격 양산을 시작하기 때문에 다음 달 양산은 코로나바이러스로 인해 지연될 것이라는 다양한 보도와 달리 일정이 정상적으로 진행된다는 의미로 해석된다.한편 대만 TSMC는 지난 2016년 이래 애플의 유일한 A 시리즈 칩세트 공급자 위치를 확보하고 있다. 2016년에는 16nm 공정을 이용해 아이폰7용 A10 퓨전을, 2017년에는 아이폰8용 A11 바이오닉을, 2018년에는 7nm 공정에서 아이폰 XR용 A12 바이오닉 프로세서를, 그리고 지난해에는 아이폰11용 7nm+ 공정 A13 바이오닉 AP를 공급한 바 있다.올해에는 5G(5세대 이동통신)를 지원하는 아이폰12 4개 모델(5.4인치, 6.1인치(2개), 6.7인치)에 탑재될 5nm EUV 공정을 적용한 A14 바이오닉이 탑재될 것으로 예상된다.▶ 조세일보 홈페이지 / 정회원 가입▶ 조세일보 네이버 뉴스스탠드 구독(종합/경제)백성원"
1269," 올 봄 삼성, 애플 등 글로벌 제조사의 신형 스마트폰이 대거 출시될 것으로 알려지며 뜨거운 관심을 받고 있다. 매년 새로운 시리즈로 출시되던 플래그십 스마트폰뿐 만 아니라 폴더블폰과 중저가 보급형 스마트폰까지 출격을 준비하고 있어 소비자들의 선택의 폭이 넓어질 전망이다.먼저 삼성전자가 내달 11일 갤럭시 언팩 행사를 통해 갤럭시S20을 공개하며 포문을 연다. 관례대로라면 갤럭시S11로 출시되어야 하지만 기존 제품과의 차별성을 두고 2020년 새롭게 시작한다는 뜻으로 갤럭시S20으로 네이밍이 변경된 신 모델은 1억 800만 화소 카메라와 100배 디지털 줌을 장착한 것으로 알려지며 카메라 부분에서 큰 혁신을 이뤄냈다는 평이다.이어 LG전자는 같은 달 23일 언팩행사를 통해 LG V60 씽큐와 LG G9을 공개하고 매년 가을에 신 모델을 출시했던 애플이 3월에 보급형 모델인 아이폰SE의 후속작 아이폰SE2를 출시할 것으로 예상되는데 아이폰8과 비슷한 디자인에 스펙은 아이폰11과 견주어도 크게 밀리지 않는 수준임에도 40만 원대라는 낮은 가격대로 높은 인기를 얻을 것으로 예상된다.이처럼 올 봄 신형 스마트폰이 쏟아져 나올 것으로 예상되는 가운데 온라인 스마트폰 공동구매 카페 ‘핫딜폰’ 은 갤럭시S20, 아이폰SE2 반값 사전예약을 진행한다고 밝혀 소비자들의 이목이 집중되고 있다.내용에 따르면 갤럭시S20 사전예약 사은품으로 갤럭시S20 공기계, 갤럭시S20 반값, 갤럭시워치 액티브, 갤럭시탭A 8.0를 제공하고 아이폰SE2 사전예약 사은품으로는 아이폰SE2 공기계, 아이폰SE2 반값, 아이패드7, 에어팟2 PRO, 애플워치 등 고가의 프리미엄 사은품을 제공한다고 전했으며 신청만 하더라도 구매여부와 관계없이 무료 문자 알림 서비스와 스타벅스 아메리카노 기프티콘까지 받아볼 수 있다.핫딜폰 관계자는 “봄바람을 타고 신형 스마트폰이 대거 쏟아질 것으로 보인다. 많은 수요가 예상되는 만큼 확실한 재고수급과 푸짐한 혜택까지 받아볼 수 있는 곳에서 사전예약을 신청하는게 선택이 아닌 필수라고 할 수 있다. 핫딜폰은 갤럭시노트5부터 사전예약을 진행해온 전통있는 카페이므로 많은 신청 바란다.” 라고 전했다.이밖에도 핫딜폰에서는 갤럭시S10, S10 플러스, 아이폰8을 10만 원대에 구입이 가능하고 갤럭시노트9, 아이폰X가 20만 원대, 갤럭시S9, LG G8이 0원에 구입이 가능하다.자세한 내용은 네이버 카페 ‘핫딜폰’ 에서 확인할 수 있다. "
1270,"애플 아이폰의 '라이트닝 커넥터' 충전기가 유럽에서 쫓겨날 위기에 처했다. CNN은 30일(현지시간) 유럽의회가 전자 제품 쓰레기를 줄이기 위해 스마트폰, 태블릿 컴퓨터, 전자책 등 휴대용 전자기기의 충전기를 한 가지로 통일할 것을 촉구하는 결의안을 압도적인 지지(찬성 584표, 반대 40표)로 통과시켰다고 보도했다. 유럽의회는 ""EU의 규제 조치는 전자 제품의 낭비를 줄이고, 소비자들이 지속 가능한 선택을 할 수 있도록 한다""며 ""소비자들은 이를 통해 효율적인 시장에 참여하게 된다""고 결의안에서 설명했다. 이어 일부 전자기기 생산 업체들은 자발적인 협정을 통해 시장에 유통되는 충전기 형식을 대폭 통일했으나 여전히 공통적인 표준 규정을 마련하지는 못했다고 꼬집었다. 유럽의회는 결의안에 ""이 때문에 소비자들은 새로운 기기를 살 때마다 새로운 충전기 구매를 강요당한다""고 했다. 유럽의회는 2016년 EU 국민은 총 1230만t의 전자 폐기물을 만들어냈다며 1인 평균 16.6㎏의 전자 폐기물을 생산한 셈이라고 설명했다. 그러면서 ""전자기기의 충전기 단일화는 이같은 문제를 해결하는 데 도움이 된다""고 했다. 최근 애플과 삼성 등에서 생산하는 무선충전기에 대해서는 ""해결책이 될 수도 있으나 중요한 것은 '충전 방식의 통일성'이다""고 강조했다. 구체적인 시행 일정은 결정되지 않았으나 보도에 따르면 유럽의회 의원들은 전자기기 생산 업체들이 '긴급하게' 충전 형식을 한 가지로 통일해야 한다는 데 뜻을 모았다.  문제는 독자적인 충전기를 사용하고 있는 아이폰이다. 현재 글로벌 스마트폰 시장의 충전기는 구형 안드로이드용 마이크로 USB(마이크로 5핀), 최신 USB-C, 그리고 아이폰에 사용되는 라이트닝 커넥터 등 3개로 압축된 상태다. 안드로이드 스마트폰이 세계 시장의 80% 이상을 차지하고 있는 것을 고려한다면 전자기기 회사들은 표준 충전방식을 안드로이드의 USB-C 방식으로 채택할 가능성이 상당히 높다. 애플은 그동안 라이트닝 충전기를 변경하는 데 강한 거부감을 나타냈다. 유럽의회가 지난 2014년 발의한 전자 기기의 충전 케이블 표준화를 위한 법안 역시 애플의 강한 반발로 추진이 중단됐다. 당시 애플은 ""아이폰, 아이패드 등 애플에서 생산 중인 전자기기는 점점 더 얇아지고 있어 표준 규정을 따르기 어렵다""고 반발했다. 또 ""표준 충전기를 도입하기 위해서는 최대 20억 달러의 비용이 들어간다""고 주장했다. 그러나 이날 유럽의회가 '2014년 발의된 충전 케이블 표준화 법안을 채택하거나, 이와 유사한 입법 절차를 시작하라'는 결의안을 통과함에 따라 애플 역시 새로운 타개책을 내놓아야 할 전망이다. 유럽의회는 충전기 표준화 관련 법안을 2020년 3분기에 통과시킬 예정이다. 애플은 현재 특별한 입장을 내놓지 않고 있다. 다만 지난주 애플은 성명을 통해 충전기 통일 작업은 기업의 혁신을 억제하고 오히려 애플을 사용하던 소비자들이 환경 폐기물을 발생시키게 한다며 반발했다. 애플은 ""(EU의) 입법은 유럽과 전 세계의 애플 사용자들이 가진 수억 개의 충전기와 액세서리를 사용할 수 없게 해 결국직접적이고 부정적인 영향으로 이어진다""고 강조했다.☞공감언론 뉴시스"
