,contents
648,"서울바이오시스는 자동차 부품업체 옌펑(Yanfeng)에 자외선(UV) 발광다이오드(LED)를 공급한다고 9일 밝혔다.UV LED는 자외선을 방출하는 LED로 물, 공기, 표면 등을 살균하는 데 활용된다. 서울반도체 UV LED는 자동차 실내 조명으로 만들어져 운전석, 핸들 등을 살균하는 용도로 탑재된다.서울바이오시스는 LED 전문 업체 서울반도체의 자회사로 UV LED 시장 1위 기업이다.윤건일기자"
649,"130인치 이동형 설치…흔적 없이 벽면 매립도 　키오스크코리아의 이동형 LED 전광판.LED전광판 업체 키오스크코리아(대표 이명철)가 ‘LED프리(Free) 및 LED 이동(Mobility)’을 선언했다. 기존 LED 전광판은 피치가 커 가까이에서 보기에 부적합하고, 이동이 어려워 매립형이나 지주형 등으로 설치함에 따라 사용에 제한이 컷다. 키오스크코리아는 초소형 LED를 탑재해 가까이에서도 화질을 유지하고, 스탠드를 이용해 자립형으로 사용할 수 있게 한 것. LG전자의 풀 HD 130인치 LED를 세미나용으로 설치해준다. 이 제품의 경우 130인치 화면에 초소형 1.5mm LED가 내장돼 회의실 프리젠테이션 용도를 비롯해 세미나 등에 이동 설치가 가능하다. 또 벽면 매립형으로, LED 프리를 가능하게 한다. 이밖에 제품의 사용성이 뛰어나 TV처럼 리모컨을 이용해 조정해 사용자의 위치에 제약을 받지 않는다. 전면 스피커를 기본 탑재해 디스플레이의 효용성을 한층 높였다고 회사 측은 설명했다. 키오스크코리아는 2019년 LG전자 B2B제품상 최우수상을 수상한 업체다. 회사 관계자는 “향후 전면 터치를 내장한 130인치를 비롯한 전자칠판의 대형화를 기획하고 있다”고 밝혔다. 조문술 기자/freiheit@heraldcorp.com"
650,"“TV라는 틀에 가두지 않겠다”는 의지 QLED TV와 투트랙… LG와 경쟁 가열국제전자제품박람회인 ‘CES 2020’ 개막을 이틀 앞둔 5일 오후(현지시간) 미국 네바다주 라스베이거스 시저스팰리스호텔에서 열린 신제품 공개 행사 ‘삼성 TV 퍼스트룩 2020’에서 취재진이 마이크로 발광다이오드(LED) 기술이 적용된 TV ‘더 월’ 292인치 제품을 살펴보고 있다.라스베이거스 연합뉴스TV 이야기가 안 나온 TV 신제품 공개 행사였다. 삼성전자는 마이크로 발광다이오드(LED) 기술에 기반한 스크린 ‘더 월’ 신제품 공개 행사가 진행되는 40여분 동안 TV라는 단어를 일절 언급하지 않았다. 스크린의 비율, 화질, 크기 등을 ‘소비자 맞춤’으로 제작할 수 있는 마이크로 LED 스크린의 가능성을 TV라는 틀에 가두지 않겠다는 의지의 표현이었다.삼성전자는 5일(현지시간) 미국 라스베이거스 시저스팰리스호텔에서 ‘삼성 퍼스트룩 2020’ 행사를 열고 2020년형 신제품인 가정용 ‘더 월’을 세상에 내놨다. 1년 전에 처음 공개했던 ‘더 월’은 146인치, 219인치, 292인치로 출시돼 가정용으로 부적합했다. 하지만 삼성전자는 올해 하반기에 75인치, 88인치, 93인치, 110인치 등 비교적 작은 스크린을 출시할 예정이다. 제품군을 다양화해 본격적으로 시장을 넓혀 가겠다는 것이다.이로써 삼성전자는 이미 주력으로 내걸고 있는 QLED TV에다가 마이크로 LED를 추가해 ‘투트랙’으로 스크린 시장을 끌고 가게 됐다. 이날 2020년형 올레드(OLED) TV를 공개하며 48인치 제품도 새롭게 추가한 LG전자와의 ‘TV 기싸움’도 더욱 뜨거워질 것으로 보인다.마이크로 LED 스크린은 마이크로미터(100만분의1m) 단위의 LED를 회로기판에 촘촘히 배열해 만든 제품이다. LED 조각을 이어 붙이는 방식으로 패널을 만들기 때문에 스크린의 형태나 해상도, 비율 등에 크게 구애받지 않고 제작할 수 있다. 초기 단계라 일반 TV 모양으로 출시된 것이지 앞으로 마이크로 LED 시장이 커지면 정사각형 모양의 스크린, 액자 크기의 스크린 등도 등장할 수 있다.한종희 삼성전자 영상디스플레이 사업부장(사장)은 “(마이크로 LED 등을 원하는 곳에 설치하기 쉽도록) 전원 코드가 없는 스크린도 이미 개발했다. 그런데 아직 효율이 안 나오는 것이 문제인데 확실한 것은 미래에는 전력 코드를 없앨 것”이라며 “내 방 사이즈, 가구 등과 어울리는 스크린을 가져다 놓고 싶은 욕구를 총족시키기 위해 마이크로 LED가 나왔다. 마이크로 LED는 오늘도 변하고 있고, 내일은 더 변할 것”이라고 말했다.라스베이거스 한재희 기자"
651," 삼성전자는 30일 지난해 4·4분기 실적 발표 이후 열린 컨퍼런스콜(투자자설명회)에서 가정용 마이크로 LED 출시 시기와 관련해 ""75, 88, 93 110인치 등 가정용 적합한 다양한 크기 마이크로LED 출시해 홈엔터테인먼트 시장 본격 선도할 것""이라며 ""출시 시기는 올해 하반기가 목표""라고 설명했다.   이어 가격과 관련해 ""시중 나와있는 프리미엄 TV 가격보단 높을 것""이라며 ""마이크로 LED 가 소비자 최고 시청 경험을 주기 때문에 수요는 충분할 것으로 생각한다""고 했다.   아울러 LCD 패널 생산능력 축소 계획에 대해 ""시장 니즈, 당사 사업 경쟁력 종합해서 3만장 규모로 단계적 진행할 것""이라고 전했다.   "
652,"안구에 빛 비추지 않게 설계피부 타입별 맞춤형 설정도5월 제품인증·6월 임상시험""출시 땐 年 매출 40억 늘 것""경기 수원에 있는 LED(발광다이오드) 등을 전문으로 생산하는 파오드(대표 이석준)가 LED 마스크 제조사업 분야로 사업을 확대한다고 15일 발표했다.이석준 대표는 “지난 11년간 LED 조명기기 제조과정에서 쌓은 기술을 기반으로 내수와 수출 확대를 위해 올해 안에 기능성 화장품에 최적화된 새로운 방식의 LED 마스크 ‘비타메이드’를 출시할 계획”이라고 말했다.파오드는 지난해 1월부터 LED 마스크 개발을 시작해 디자인과 브랜드명을 확정하는 등 제품 개발의 약 95%를 완료했다. 오는 5월쯤 제품 인증을 받고, 6월 대학병원 피부과 및 연구소 등과 미백, 주름, 피부 거칠기 등의 임상시험을 거쳐 출시할 예정이다. 이 대표는 “최근 코로나19 확산으로 출시 제품의 온·오프라인 마케팅 등 판로개척이 쉽지 않아 출시 시기를 조절할 수도 있다”고 말했다.비타메이드는 얼굴 라인을 따라가는 디자인으로 편안한 착용감과 숨쉬기 편한 코와 입의 호흡구를 적용한 것이 장점이다. 자체 제작한 부드러운 무독성 실리콘 아이실드를 적용해 내부에 장착되는 LED 마스크의 모든 빛이 안구에 직접적으로 비추지 않게 설계해 타사 제품과 차별화했다. 스마트폰, 컨트롤러 등으로 쉽게 조작하고 앱을 통해 지성, 건성, 여드름 등 피부 타입별 고객 맞춤설정이 가능해 최단시간 사용으로 최대 효과를 낼 수 있는 점도 장점이다. 이 회사는 비타메이드가 출시되면 연매출이 30억~40억원 증가할 것으로 기대했다.이 대표는 미국 애로일렉트로닉스 등 외국계 기업들의 반도체를 유통하는 사업을 하다가 2009년 4월 LED 조명부품 사업이 유망하다고 판단해 창업했다. 창업 초기 LED 조명렌즈, 컨버터 등의 부품과 LED 조명에 블루투스 스피커를 장착한 에코몽 랜턴을 생산하며 성장했다. 에코몽은 캠핑용 랜턴으로 36개의 LED를 넣어 최대 밝기가 1100루멘까지 나오고 연결 부위와 상관없이 어디든 빛이 비출 수 있도록 360도 회전 가능한 제품으로 인기가 높았다.에코몽의 판매호조 등으로 파오드는 2017년에는 연매출이 230억원대로 증가했다. 그러나 이후 LED 조명시장에 값싼 중국산이 들어오면서 매출이 반토막 났다. 지난해 매출은 85억원이다. 이 회사는 최근 인공지능 스피커가 연동된 블루투스 모듈을 장착한 앱을 통해 음성으로 밝기와 색, 온도 등을 조절하는 스마트 조명기구를 개발해 매출 회복에 나서고 있다. 2011년 개설한 부설연구소에는 5명의 연구원과 15명의 직원이 근무하고 있다. 이 대표는 “스마트 조명부품과 LED 마스크를 출시해 내수를 확대하고, 수출시장 판로를 개척해 LED 조명 관련 글로벌 강소기업으로 성장해 나가겠다”고 말했다.수원=윤상연 기자"
653,"스마트 광학솔루션 기업 아이엘사이언스는 미세전류 LED 두피 케어기 ‘폴리니크(FOLLINIC)’의 임상 시험에 착수했다고 19일 밝혔다.폴리니크는 삼파장 LED로 두피에 활력을 주고 미세전류로 모근을 자극해 두피와 모근을 동시에 관리하는 제품이다. 이 제품은 미세전류와 LED를 동시해 활용해 레이저와 LED를 주로 사용하는 기존 제품들보다 관리 효과를 개선했다. 핵심소재인 실리콘렌즈를 적용해 99% 이상의 광 효율을 구현하고 국내 최경량(400g)으로 설계된 것도 이 제품의 특징이다. 아이엘사이언스는 이번 시험에서 미세전류와 LED의 이중효과로 인한 두피 혈류량 개선, 모발 굵기 증가, 두피 보습 진정 탄력 개선 등의 항목을 확인할 방침이다.송성근 대표는 ""특허받은 미세전류 기술력과 원천기술 LED용 실리콘렌즈를 집약해 만든 세계 최초의 미세전류 LED 두피 케어기 폴리니크가 탈모 시장에 새로운 기준을 제시할 것""이라며 ""국내 출시를 시작으로 글로벌 진출을 위해 미국 식품의약청(FDA) 승인도 준비 중이다""고 밝혔다.민경진 기자"
654,"LED마스크는 피부에 빛의 원리를 사용해 생화학적 반응을 일으키는 LED 광원의 정파장을 피부 조직에 조사해 피부 케어를 돕는다고 다양한 연구와 논문으로 알려졌다.전문가들은 LED마스크의 핵심 기술은 LED광원의 피부 조사 깊이, 피부 유형에 맞는 빛의 출력에 있다고 말한다. 이에 따라 현재 LED마스크 시장은 저가부터 고가 제품까지 다양한 성능과 가격대를 지닌 제품이 선보이고 있으며, 업계 추산 5000억원대 시장규모를 형성할 만큼 뷰티 산업을 주도하고 있다.치열한 경쟁을 이어가는 LED마스크 시장에서 최근 산소와 LED마스크를 결합한 차세대 뷰티 디바이스로 불리는 자이글의 ZWC ‘페이스&바디 마스크(산소LED돔)’가 혁신의 아이콘으로 부상하고 있다.자이글에서 론칭한 ZWC ‘페이스&바디 마스크(산소LED돔)’는 고농도 산소와 LED마스크가 결합한 차세대 뷰티 디바이스로 정교하게 설계된 861개의 LED와 특수 광각렌즈로 얼굴뿐만 아니라 전신을 마사지하듯 입체적으로 케어한다. 특히, 기존 LED마스크의 사용이 얼굴 주변 부위로 제한적인 것과 달리 자이글 ZWC ‘페이스&바디 마스크’는 팔·손·배·허벅지·종아리·무릎·발 등 신체 전부위에 LED로 피부 관리를 할 수 있다.해당 제품을 사용한다는 소비자는 “진정, 복합, 오토, 토탈, 웨이브 등 특화된 6가지 모드도 사용할 수 있어 매일 색다른 피부관리를 받을 수 있다”며 “돔(Dome)으로 디자인되어 사용 후 청결하게 관리할 수 있어 온 가족이 함께 즐기는 홈 케어 뷰티 디바이스로 적격이다”라고 전했다.자이글 ZWC ‘페이스&바디 마스크(산소LED돔)’는 기존 LED마스크에서 제기되었던 안구 안전성, 열감 등 위험에 대한 보완책도 마련되어 있다.ZWC 연구진은 “기획 초기 단계부터 기존 안면 부착형 LED마스크의 단점을 인지해 돔(Dome)으로 마스크를 디자인했습니다. ZWC ‘페이스&바디 마스크(산소LED돔)’는 돔 디자인으로 안면 피부 부위에 안심거리를 확보했고, 신개념 산소케어로 쿨링감을 더해 열감과 저온 화상 등의 단점을 보완했습니다”라며 일부 제기되었던 LED마스크 유해성에 대해 일축했다.또한 ZWC ‘페이스&바디 마스크(산소LED돔)’는 대한피부과학연구소의 인체적용테스트를 실시해 총 83가지 항목에서 피부 개선에 도움을 준다는 결과를 보여 안전한 피부 케어가 가능한 점을 입증했다고 밝혔다.또 다른 강점은 LED마스크와 함께 고농도 산소 케어가 가능하다는 점이다. ZWC ‘페이스&바디 마스크(산소LED돔)’의 고농도 산소발생기는 편백나무 250그루에 해당되는 고농도 산소(95%)를 피부에 공급한다.평소 산소 케어에 관심이 있다는 20대 직장인 A씨는 “겨울철과 봄철에 심각해지는 미세먼지, 초미세먼지, 황사 등으로 산소 케어에 대해 관심이 많아 평소에도 산소방을 애용했다”며 “ZWC ‘페이스&바디 마스크(산소LED돔)’을 알게 된 후 집에서 편하게 산소 케어를 할 수 있어 시간과 비용을 절약하게 됐다”고 만족감을 전했다.대기업부터 중소기업까지 5000억 규모의 LED마스크 시장을 석권하기 위한 경쟁이 심화되는 상황에 차세대 LED마스크로 입지를 다져가는 자이글 ZWC ‘페이스&바디 마스크(산소LED돔)’의 성장세가 주목받고 있다"
655,경남 함양군은 전력수요 절감 및 에너지복지 실현을 위해 사회복지시설을 대상으로 LED조명 교체사업을 추진한다고 13일 밝혔다.이번 사업은 사회복지시설에 대해 기존 노후 조명기기를 고효율 조명기기인 LED조명으로 무상 교체함으로서 에너지 취약계층에게 전기요금을 절감시키고 밝고 쾌적한 환경을 제공하는 것이다.LED조명은 기존 형광등에 비해 전기요금을 30~50% 낮춰주고 수명도 5배 이상 길어 요금 절감은 물론 유지비도 절약할 수 있다.올해 사업은 지난해 수요조사를 통해 지원이 확정된 장애인복지시설 ‘함양연꽃의집’에 대해 사업비 3600만원을 들여 형광등 176개를 교체한다
656,"코로나19 확진 환자 수가 2000명을 넘어서면서 정부가 지역사회 확산을 방지하기 위해 집단 행사는 미루고, 사적인 모임도 가급적 취소하라고 권고했다. 중앙재난안전대책본부에서는 지역 전파가 이뤄지게 되면 초기 일주일에 감염이 확산하는 경과가 급격하게 증가하기 때문에 방역적인 조치를 강하게 하지 않으면 그 확산세가 급증할 수 있다는 분석을 내놓았다.   이에 따라 전국의 유치원과 초·중·고교는 개학을 연기하는 등 바이러스의 확산을 막기 위한 조치가 전국적으로 이뤄지고 있다. 그러나 계속되는 실내생활에 갑갑함과 무기력함을 느끼는 등 이른바 ‘감염병 스트레스’를 호소하는 사람도 늘고 있다. 전문가들은 “기본적인 위생수칙을 지키면서 균형 잡힌 일상생활을 유지해 신체 면역력을 강화하는 것이 중요하다”라고 말한다.  코로나19의 장기화가 염려되는 상황에서 자이글의 ZWC ‘페이스&바디마스크(산소LED돔)’의 고농도 산소가 신체 면역력 강화에 긍정적인 영향을 준다고 알려져 화제다. 자이글의 ZWC’페이스&바디마스크(산소LED돔)’는 산소발생기에서 편백나무 약 250그루에 해당되는 고농도산소(95%)를 피부의 안과 밖에 공급한다. 대기 중 산소의 농도는 약 21%로 이보다 높은 산소 농도를 고농도 산소라 한다. 고농도 산소가 신체에 공급되면 외부 이물질, 세균 바이러스에 대한 인체 방어 시스템인 면역력에도 긍정적인 영향을 끼친다고 알려졌다. 미국 의학저널리스트 매케비도 ‘우리 몸을 스스로 정화하는 방법은 체내에 축적된 오염물질에 산소를 공급하는 것이다’라고 말하며 신체 자정 능력과 면역력 증대에 산소가 필요하다고 강조했다.  자이글 관계자는 “페이스&바디마스크(LED돔) 산소발생기에서 생성되는 고농도산소(95%)가 신체 면역력에 도움을 줄 수 있다고 판단된다”라며 “코로나19를 예방하고 국민들이 건강을 지키는 데 도움이 되었으면 한다”라고 말했다.  한편 자이글 ZWC는 홈페이지를 통해 산소의 중요성을 알리는 ‘O2gether’ 캠페인을 진행하고 있다. 이번 캠페인은 산소 부족이 야기할 수 있는 문제점을 콘텐츠로 제작하여 알리고 있으며 피부 화상 아동 환자의 지원도 연계하여 기업 사회적 역할의 본보기가 되고 있다. 캠페인은 소비자가 ZWC’페이스&바디마스크(산소LED돔)’ 상담을 신청하면 자동으로 1000원이 기부되어 캠페인 종료 후 기부금이 피부 화상 아동에게 필요한 치료비와 수술비로 지원된다.  코로나19의 확산으로 감염을 피하고자 실내활동 시간이 많아진 상황에서 면역력과 체력을 유지하려는 사람들이 늘어나 ZWC’페이스&바디마스크(산소LED돔)’의 고농도 산소와 산소 케어에 대한 관심이 증가하고 있다"
657,[디지털데일리 
658,   
659,   
660,   
661," 전북 정읍시가 시민의 안전을 최우선으로 하는 선진 교통 환경을 구축해 눈길을 끌고 있다.시는 횡단보도 사고 예방을 위해 현대3차아파트 사거리 내 횡단보도 37m 구간에 바닥 신호등을 시범 설치했다고 19일 밝혔다.바닥 신호등은 시선이 아래로 향하게 되는 휴대폰 이용자들에게 신호 인식 정보제공을 위해 횡단보도 대기지점에 신호등과 연계돼 운영되는 바닥 신호등이다.횡단보도 대기선 바닥에 LED 패널을 매립해 보행자가 바닥을 보면서도 보행 신호를 확인할 수 있고, 야간에는 차량 운전자의 시인성을 높여주는 효과도 있다.시는 이번 바닥 신호등 설치를 통해 보행자의 무단횡단 방지는 물론 교통사고 예방에 크게 기여할 것으로 기대하고 있다.또 주민들의 반응과 예방효과, 만족도 등을 종합적으로 검토한 뒤 주요 횡단보도에 확대 설치해 나갈 계획이다.유진섭 시장은 “바닥 신호등은 보행자 안전을 강화해 보행사고 예방에 큰 역할을 할 것”이라며 “바닥 신호등을 비롯해 교통안전 시설을 지속적으로 확충해 귀중한 시민의 생명을 보호하고 안전한 관광도시 위상을 높이는 데 최선을 다하겠다”고 말했다.호남취재본부 김재길 기자"
662,대전 동구는 식장산 정상 인근에 송신탑 경관조명과 그림자조명을 설치하는 사업을 완료했다고 6일 밝혔다. 구는 대전 야경 관람 명소로 유명세를 떨치고 있는 식장산 전망대에 다채로운 스토리와 볼거리를 더하기 위해 이번 사업을 추진했다.식장산 그림자 조명© 뉴스1구는 총 6400만원을 들여 50여가지 색상이 변환되는 투광등기구를 설치해 다양한 색상을 연출했다. 특히 진입로 8개소에는 동구 8경 홍보와 안내를 하는 그림자조명을 설치해 다채로움을 더했다
663,"LG전자가 대만 영화관 체인 '쇼타임시네마'에 LG LED 시네마 디스플레이를 처음으로 공급했다고 11일 밝혔다. 타이중시 원신 지점에 설치된 LG LED 시네마 디스플레이는 화질, 음질, 콘텐츠 보안 기능 등 디지털 시네마 관련 테스트 항목을 모두 통과해 디지털영화협회(DCI)에서 디지털 시네마 표준 규격 인증을 받았다.[사진 제공 = LG전자]"
664,"경남 거창군은 주거환경 개선 및 에너지 자립도시 조성을 위한 에너지 절약사업으로 고효율 LED 조명등 구입비를 일반세대와 출산 세대에 지원한다고 17일 밝혔다.지원대상은 가정에 설치된 형광등 또는 백열등을 고효율 LED 조명등으로 교체하고자 하는 일반세대와 거창군 인구증가에 기여한 출산 세대(2020년 예정)다. 지원범위는 일반세대는 50%(40만 원 한도), 출산 세대는 100%(80만 원 한도)의 교체비를 지원한다.접수 기간은 오는 20일부터 8월 31일까지로 거창군청 홈페이지 공고란을 통해 확인 가능하며 제출 방법은 신청서와 설치계획서를 작성해 거창군청 경제교통과 에너지담당으로 방문하면 된다"
665,"국제가전전시회 CES(International Consumer Electronics Show) 개막을 이틀 앞둔 5일 오후(현지시간) 미국 네바다주 라스베이거스 시저스 팰리스 호텔에서 열린 ‘삼성 퍼스트 룩 2020'(Samsung First Look 2020)행사에서 삼성전자 TV사업을 총괄하는 한종희 영상디스플레이사업부장(사장)이 '스크린 에브리웨어' 비전을 소개하고 있다. 한 사장은 이 자리에서 삼성의 '스크린 에브리웨어' 비전을 강조하며 ""소비자 라이프스타일 변화에 따라 스크린을 최적화해 언제 어디서든 원하는 콘텐츠와 정보를 즐길 수 있도록 하겠다""고 밝혔다. '삼성 퍼스트 룩'은 삼성전자가 매년 TV 관련 신기술∙신제품을 선보이고 미래 디스플레이 방향을 공유하기 위해 글로벌 미디어를 대상으로 8년째 진행하고 있는 행사다. 2020.1.6/뉴스1kkorazi@news1.kr"
666,"삼성전자가 가정용 마이크로 LED 스크린 시대를 열었다. 7~10일(현지시간) 미국 라스베이거스에서 열리는 세계 최대 가전ㆍIT 전시회 'CES 2020'에서 '더 월' 신제품을 선보이면서다. 더 월은 마이크로 LED 기술을 적용한 모듈러 기반 스크린으로 베젤, 사이즈, 화면비, 해상도 등에 제약이 없는 차세대 디스플레이다.삼성전자는 CES 2020 개막에 앞선 5일 시저스팰리스 호텔에서 열린 '삼성 TV 퍼스트룩 2020' 행사에서 더 월 75ㆍ88ㆍ93ㆍ110형 등 가정용과 초대형 150ㆍ292형 신제품을 대거 공개했다. 초대형 스크린으로만 여겨졌던 더 월이 가정용부터 상업용까지 다양한 라인업을 완성한 것이다.한종희 삼성전자 영상디스플레이 사업부장(사장)은 이날 전 세계에서 몰린 500여명의 취재진 앞에서 88형과 155형 더 월 신제품을 공개하고 ""이제 더 월은 홈 엔터테인먼트시장에서 표준이 돼 가고 있으며 설치 환경에 완벽하게 녹아 들어가 단순히 스크린이 아닌 주거 환경의 일부로 인식되고 있다""고 강조했다.삼성전자 모델이 마이크로 LED 기술을 적용한 삼성전자 더 월 292형 제품을 소개하고 있다./사진=삼성전자삼성전자는 올해 CES 전시관에서 가정용 라인업으로 소비자들의 눈높이에 맞는 제품을 선보임과 동시에 초대형 제품인 150ㆍ292형을 메인 전시관에 전시해 관람객에게 압도적 몰입감을 경험하게 한다는 전략이다.더 월의 특징은 마이크로 LED 기술과 모듈형 디자인이다. 마이크로 LED는 LED의 크기가 작기 때문에 밝기, 색재현력, 소비전력, 수명 등에서 기존 디스플레이보다 뛰어난 장점이 있다. 모듈형 디자인으로 일정한 크기를 갖는 모듈을 타일처럼 붙여서 원하는 크기를 자유자재로 구현할 수 있다.이날 퍼스트룩 행사에선 더 월 외에도 2020년형 'QLED 8K TV', 라이프스타일 TV 등이 함께 공개됐다. 라이프스타일 TV 부문에선 1000여점의 미술 작품을 스크린에 띄워 액자처럼 활용 가능한 '더 프레임' 라인업에 32형과 75형이 추가됐다. 지난해 국내에서만 선보였던 모바일 콘텐츠에 최적화된 '더 세로'도 소개됐다.한 사장은 삼성전자의 '스크린 에브리웨어(Screens Everywhere)' 비전을 강조하며 ""소비자 라이프스타일 변화에 따라 스크린을 최적화해 언제 어디서든 원하는 콘텐츠와 정보를 즐길 수 있도록 하겠다""면서 ""앞으로 AI 기반의 삼성 인텔리전트 스크린을 통해 스크린 혁신을 이어가겠다""고 말했다.박소연 기자"
667,박영선 중소벤처기업부 장관이 29일 서울 강남구 코엑스에서 열린 2기 브랜드K 선정을 위한 전문가 100인 품평회에서 LED마스크를 써보고 있다./김현민 기자
668," 채현일 영등포구청장이 17일 오후 자치분권연구소 및 솔라루체가 기부한 ‘LED 전등 전달식’에 참석했다.(사)자치분권연구소와 솔라루체는 이날 7000만 원 상당의 LED전등 3000 개를 전달, 지역 내 사회복지시설 및 취약계층을 위해 사용해 줄 것을 부탁했다.채 구청장은 이날 이상인 자치분권연구소 소장, 오기철 솔라루체 사장의 따뜻한 기부에 감사 인사를 전했으며, 코로나19의 장기화로 인한 기업 운영의 애로사항에 귀 기울였다.이날 기부된 LED전등은 영등포구사회복지협의회를 통해 지역 내 복지시설 및 어려운 이웃을 위해 사용될 예정이다.박종일 기자"
669,"각 전시관 옥외 조명 LED로 교체…신라역사관 1실도 7년 만에 개편국립경주박물관은 최근 신라역사관을 비롯한 각 전시관 옥외조명을 고효율 친환경 LED로 바꾸고 성덕대왕신종을 비롯한 야외 석조유물 등에 조명을 신설했다. 옥외조명을 개선한 신라역사관 전경. 국립경주박물관 제공국립경주박물관이 최근 새 단장을 마치고 관람객을 맞고 있다.국립경주박물관은 지난해 11월부터 최근까지 2개월간 옥외조명 개선공사를 벌였다. 신라역사관을 비롯한 각 전시관 옥외조명을 고효율 친환경 LED로 바꾸고 성덕대왕신종을 비롯한 야외 석조유물 등에 조명을 신설했다. '주변 관광지에 비해 야간조명이 아쉽다'는 관람객 의견을 적극적으로 반영했다는 게 박물관 측 설명이다.앞서 박물관은 신라 건국과 성장을 다룬 신라역사관 1실을 7년 만에 새롭게 단장해 지난해 12월 20일 공개했다. 높이가 4m에 이르는 진열장을 설치하고, 미로 같던 공간을 탁 트인 열린 전시장으로 바꿨다. 최신 연구성과를 반영해 전시를 구성하고, 새롭게 발굴된 문화재도 함께 전시했다.최근 새롭게 단장한 신라역사관 1실 전시 모습. 국립경주박물관 제공전시 유물은 국보 제195호 '토우 장식 장경호(긴목 항아리)'와 보물 3건을 포함해 1천100여 점이다. 신석기시대부터 청동기시대에 이르는 선사시대 토기와 돌로 만든 칼인 석검을 진열했다. 신라의 전신인 사로국 지배자 무덤으로 알려진 경주 사라리 130호 목관묘(널무덤)와 구어리 1호 목곽묘(덧널무덤)를 발굴 당시 모습으로 재현해 전시했다.관람 환경도 개선했다. 빛에 의한 어른거림과 반사현상이 거의 없는 저반사 유리를 사용하고 조명은 최신 LED로 교체했다. 디지털 정보디스플레이 모니터도 설치했다. 경주박물관은 올해 신라 중앙 집권화와 삼국 통일, 통일신라 문화가 주제인 신라역사관 3, 4실 개편 작업에 들어갈 예정이다.옥외조명 개선 이전 신라역사관. 국립경주박물관 제공김도훈 기자"
670,"    (칠곡=연합뉴스) 경북 칠곡군은 횡단보도 17곳에 발광다이오드(LED) 집중 투광등을 설치했다고 29일 밝혔다.    군은 예산 1억3천만원을 들여 국도 4호선 북삼읍과 국도67호선 석적읍 등 횡단보도 17곳에 LED 투광기 76개를 설치했다.    LED 집중조명시설인 야간 투광기를 설치함에 따라 운전자가 야간이나 비 오는 경우에도 선명하게 전방을 주시할 수 있어 사고 예방에 도움이 될 것으로 보인다.    칠곡군은 ""통계청 발표에 의하면 최근 5년간 칠곡군 내 차량 대수는 8% 늘었지만, 교통사고는 3.2% 증가에 그쳤다""며 ""LED 투광등 설치로 사고는 더 줄어들 것""이라고 예상했다.    백선기 칠곡군수는 ""주민이 교통사고 위험에 노출되지 않도록 안전시설을 지속해서 확충하겠다""고 말했다."
671," 은평구(구청장 김미경)는 경기 불황 등으로 어려움을 겪고 있는 자영업자들의 경제적 부담을 완화하고 불법광고물 정비 및 도시경관 향상을 위한 ‘LED 간판 설치 지원사업’을 이달부터 시행한다.이 사업은 무질서하게 난립돼 있는 불법 간판을 정비하고 지역 특성을 살린 아름다운 간판으로 개선, 지역상권을 활성화하는데 조금이라도 보탬이 되기 위한 사업이다.옥외광고발전기금 4억을 투입하는 이번 사업은 간판 디자인, 글씨체, 색상 등에 있어 소규모 자영업자들 의견을 최대한 반영, 업소마다 차별화를 꾀하고, 에너지 절약형 고효율 LED 입체형 간판을 설치함으로써 기존 판류형 간판보다 60~70% 이상의 에너지 절감 효과를 가지고 올 것으로 기대된다.지원대상은 영업장 면적 66㎡(20평) 이하 자영업자로 불법광고물을 정비, 법규에 적합한 LED 간판을 설치하려고 하는 500개 업소에 대해 설치비용 중 업소당 최대 80만원(초과시 광고주 부담)을 지원할 예정이다.구 관계자는 “이 사업이 경기 불황 등으로 침체된 지역 상권을 살릴 수 있는 귀중한 디딤돌의 역할이 됐으면 하는 바람이며, 또한, 사업을 시작으로 향후 지속적인 간판 설치 지원사업을 추진, 단순한 간판 교체가 아닌 간판과 도시경관을 함께 개선, 올바른 광고문화를 정착시켜 나가갈 예정”이라고 전했다.박종일 기자"
672,"아이오컴퍼니 본사 사옥.아이오컴퍼니 계열사 SS테크마린(대표 고정호)이 국내 최대 조명 전문 기업 (주)파인테크닉스와 새로운 업무협약을 맺고 특수 조명 생산계약을 체결했다고 29일 밝혔다.SS테크마린은 부산에 위치한 선박·산업·해양 LED 전문 업체로 일반 조명이 아닌 특수 조명 분야에서 높은 점유율과 노하우를 축적한 기업으로, 공격적인 연구개발과 유통망 확보로 LED 업계에서 인정받고 있다.SS테크마린과 업무 협약을 체결한 파인테크닉스는 국내 LED 조명업계 선두기업으로 코스닥 상장사이며, LED 조명뿐만 아니라 IT 부품 등 다양한 사업을 진행하며 종합 에너지 솔루션 기업으로 도약하고 있다.SS테크마린의 고정호 대표는 ""파인테크닉스와의 이번 협약을 통해 국내외 LED 조명 기술 개발과 판로 개척에 새로운 탄력을 받을 것으로 기대하고 있다""라며 ""기존의 조명 제품들보다 더욱 개선된 뛰어난 제품을 소비자들에게 공급하기 위해 최선을 다겠다""고 포부를 밝혔다.김수빈 부산닷컴 기자"
