,contents
10," 터치패널(스마트폰/태블릿PC) 테마 주요 종목 등락률씽크풀 로보알고리즘 RASSI의 분석에 따르면, 에스맥은 성장성, 안정성, 수익성 모두 테마의 평균 점수를 상회하면서 퀀트 재무 순위 2위(총 8종목)를 차지했다. 이는 재무적인 측면에서 테마 내 다른 종목들에 비해 에스맥의 투자 매력도가 높은 편이라고 해석될 수 있다.[표] 테마내 재무점수 상위 종목※ 퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.※ 이 기사는 아시아경제와 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다. 아경봇 기자"
11," 터치패널(스마트폰/태블릿PC) 테마 주요 종목 등락률씽크풀 로보알고리즘 RASSI의 분석에 따르면, 미래나노텍은 성장성, 안정성, 수익성 모두 테마의 평균 점수를 상회하면서 퀀트 재무 순위 3위(총 8종목)를 차지했다. 이는 재무적인 측면에서 테마 내 다른 종목들에 비해 미래나노텍의 투자 매력도가 높은 편이라고 해석될 수 있다.[표] 테마내 재무점수 상위 종목※ 퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.※ 이 기사는 아시아경제와 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다. 아경봇 기자"
12," 터치패널(스마트폰/태블릿PC) 테마 주요 종목 등락률씽크풀 로보알고리즘 RASSI의 분석에 따르면, 미래나노텍은 성장성, 안정성, 수익성 모두 테마의 평균 점수를 상회하면서 퀀트 재무 순위 3위(총 8종목)를 차지했다. 이는 재무적인 측면에서 테마 내 다른 종목들에 비해 미래나노텍의 투자 매력도가 높은 편이라고 해석될 수 있다.[표] 테마내 재무점수 상위 종목※ 퀀트 재무 점수는 로보알고리즘이 각 기업의 매출액증가율, 자기자본증가율, 부채비율, 유동비율, ROA, ROE 등을 토대로 분석한 결과이다.※ 이 기사는 아시아경제와 금융 AI 전문기업 씽크풀이 공동 개발한 기사 자동생성 알고리즘에 의해 실시간으로 작성된 것입니다. 아경봇 기자"
13,"전국 교정시설의 모든 접견실에 태블릿PC가 설치되고 시설 부족으로 제한됐던 화상·스마트 접견 기회가 대폭 늘어날 전망이다.    이를 통해 '비대면 접견'이 확대되면 신종코로나바이러스 감염증(코로나19) 차단 등 방역에도 도움이 될 것으로 예상된다.    법무부는 이 같은 내용을 담은 '차세대 지능형 교정정보시스템' 구축 작업에 착수했다고 21일 밝혔다.    차세대 지능형 교정정보시스템 구축 사업은 통합 교정정보시스템 구축, 수용정보 빅데이터 구축, 지능형 계호 시스템 구축 등 3단계로 추진된다.    법무부는 지난 3월부터 1단계인 통합 교정정보시스템 구축에 착수했다. 민원 편의성 향상과 교정업무 효율성 향상에 중점을 둔 1단계 사업은 2021년 5월까지 추진할 계획이다.    주요 사업은 ▲ 접견시스템 단일화 ▲ 수용자 이송기관 배정 업무 자동화 ▲ 무인 교정민원 단말기와 민원 '챗봇' 도입 등이다.    현행 교정시설 접견 시스템은 형태에 따라 별개로 접견실을 구축해 운영하고 있다. 법무부는 일반접견, 화상접견, 스마트접견 등으로 구분해 운영 중인 접견실에 모든 형태의 접견이 가능한 태블릿PC를 설치하고 통합 접견플랫폼을 구축해 시스템을 단일화하기로 했다.    통합 접견플랫폼이 구축되면 탄력적인 접견실 사용이 가능해져 시설 부족 등으로 사용이 제한적이었던 화상접견과 스마트접견 기회가 대폭 늘어날 전망이다. 온라인 비대면 접견이 확대되면 코로나 19 상황에서 안전한 비대면 업무 시스템 확산에도 기여할 것으로 기대된다.    수용자 이송기관 배정 업무의 자동화도 추진한다. 경비처우급 등 정해진 이송 기준에 따라 대상자를 추출하고, 교정기관별 수용률 등을 고려해 이송기관을 자동 배정하는 시스템을 구축해 업무의 효율성과 공정성을 높일 계획이다.    교정 민원에 대한 접근성을 높이기 위한 장치들도 마련했다. 메신저를 통해 24간 내내 민원인의 질문에 답하는 교정 민원 안내 챗봇을 도입하고, 교정기관 민원실에 무인 단말기인 키오스크를 설치해 접견 접수와 영치 물품 구매 신청의 편의성을 높였다.법무부[연합뉴스TV 제공]법무부는 1단계 사업을 마친 후에는 다음 단계인 수용정보 빅데이터 시스템 구축 사업에 착수할 예정이다. 수용자 상담 등을 통해 수집한 개별 데이터를 인공지능으로 통합·분석해 수용자 분류를 과학화하고, 이를 기초로 수용자 특성을 고려한 맞춤형 교육·심리치료 등을 진행해 재범률을 줄이겠다는 계획이다.    또 무선통신기술을 활용한 수용자 위치정보 시스템과 얼굴인식 기술을 활용한 지능형 영상 계호 시스템을 도입해 수용자의 특이동태를 실시간으로 파악하고 교정시설 내 사고 예방 및 비상상황 대응력을 강화할 예정이다.    법무부는 ""최신 과학기술을 활용한 스마트 교정시설을 구축하고 수용자의 입소부터 출소까지 수용자 개별 맞춤형 관리 프로그램을 시행함으로써 재범방지 및 안전한 사회 구현을 위해 최선을 다하겠다""고 밝혔다.   "
14,"전국 교정시설의 모든 접견실에 태블릿PC가 설치되고 시설 부족으로 제한됐던 화상·스마트 접견 기회가 대폭 늘어날 전망입니다.법무부는 이 같은 내용을 담은 '차세대 지능형 교정정보시스템' 구축 작업에 착수했다고 밝혔습니다.차세대 지능형 교정정보시스템 구축 사업은 통합 교정정보시스템 구축, 수용정보 빅데이터 구축, 지능형 계호 시스템 구축 등 3단계로 추진됩니다.법무부는 지난 3월부터 1단계인 통합 교정정보시스템 구축에 착수했습니다.주요 사업은 ▲ 접견시스템 단일화 ▲ 수용자 이송기관 배정 업무 자동화 ▲ 무인 교정민원 단말기와 민원 '챗봇' 도입 등입니다.현행 교정시설 접견 시스템은 형태에 따라 별개로 접견실을 구축해 운영하고 있습니다.법무부는 일반접견, 화상접견, 스마트접견 등으로 구분해 운영 중인 접견실에 모든 형태의 접견이 가능한 태블릿PC를 설치하고 통합 접견플랫폼을 구축해 시스템을 단일화하기로 했습니다.통합 접견플랫폼이 구축되면 탄력적인 접견실 사용이 가능해져 시설 부족 등으로 사용이 제한적이었던 화상접견과 스마트접견 기회가 대폭 늘어날 전망입니다.법무부는 수용자 이송기관 배정 업무의 자동화도 추진하고 메신저를 통해 24간 내내 민원인의 질문에 답하는 교정 민원 안내 챗봇을 도입하고, 교정기관 민원실에 무인 단말기인 키오스크를 설치하는 등 교정 민원에 대한 접근성을 높이기 위한 장치들도 마련했습니다.법무부는 ""최신 과학기술을 활용한 스마트 교정시설을 구축하고 수용자의 입소부터 출소까지 수용자 개별 맞춤형 관리 프로그램을 시행함으로써 재범방지 및 안전한 사회 구현을 위해 최선을 다하겠다""고 밝혔습니다.(사진=법무부 제공, 연합뉴스)  이현영 기자"
15,"옥중 회오기에서 “가짜뉴스로 내 가족 멸망시킨 이들에게 되갚아 줄 것”언론에 대한 분노 책 곳곳에…“변희재 구속은 코미디, 손석희도 구속돼야”[미디어오늘 "
16,"파이낸셜뉴스 창간 20주년다시 도약하는 대한민국혁신·진화·도전…REBUILD무한 진화하는 테크혁신 ICT기업 LG유플러스 모델들이 U+클라우드PC 출시를 알리고 있다. LG유플러스는 중소기업에서 업무용 PC 환경을 손쉽게 구축하고 근무에 활용할 수 있는 U+클라우드PC를 서비스하고 있다. U+클라우드PC는 노트북, 휴대폰, 태블릿 등 다양한 기기에서 인터넷을 통해 언제 어디서나 접속할 수 있는 가상의 PC를 제공한다. 사용자는 U+클라우드PC 웹사이트에 접속해 발급받은 계정을 입력하면 클라우드PC를 이용할 수 있게 된다. 이에 외근과 출장은 물론 재택근무 등 업무환경 변화에도 사무실에서 근무하는 것처럼 동일한 PC를 사용할 수 있는 것이 특징이다.   특히 U+클라우드PC는 편의성뿐만 아니라 기업에서 중요한 보안을 더했다. 외부에서 자유롭게 접속할 수 있지만, 클라우드PC와 접속한 단말기 간의 자료 이동을 통제할 수 있어 문서보안을 강화했다.   LG유플러스는 U+클라우드PC를 서비스형으로 제공해 중소기업의 초기구축 비용 부담을 없앴다. 중소기업에서는 계정당 월 3만원 수준의 저렴한 이용요금으로 클라우드PC를 이용할 수 있고 업무에 필요한 무료 오피스 프로그램을 기본으로 제공해 소프트웨어 도입 비용도 낮췄다. "
17," 코로나19로 기업 채용시장에 언택트(비대면) 바람이 확산되고 있다. SK텔레콤은 올해 상반기 신입사원 정기채용에서 면접 대상자 전원에게 태블릿PC를 사전에 제공하고 언택트 채용을 실시한다고 3일 밝혔다.SK텔레콤은 이달로 예정된 영상그룹면접을 위해 필기시험을 통과한 지원자들에게 영상통화용과 면접 자료용 갤럭시 태블릿PC 2대와 거치대, 가이드북 등으로 구성된 '면접키트'를 면접 일주일 전에 집으로 배송한다. 통신 데이터도 무제한 제공하기로 했다. 모든 지원자에게 같은 기기와 동일한 접속 환경을 제공해 면접의 형평성을 최대한 맞추자는 취지다.SK텔레콤은 면접 전에 통신 테스트를 2회 진행한다. 면접 전형 당일엔 면접관이 지원자에게 그룹 영상통화를 건다. 지원자가 태블릿PC에서 통화 버튼을 누르면 면접관 2명과 지원자 4명 등 총 6명의 영상이 동시에 뜬다. 태블릿PC에는 보안 프로그램이 깔려 있기 때문에 외부로 자료를 유출하거나 면접과 관련이 없는 기능을 사용할 수 없다. 면접을 마친 지원자들이 우편 상자에 태블릿PC 등을 넣어서 집 앞에 놔두면 SK텔레콤이 반송 절차를 진행한다.  SK텔레콤 관계자는 ""공정성에 가장 신경 썼다""며 ""지원자들이 동일한 조건에서 자신의 역량을 발휘할 수 있다""고 설명했다. SK텔레콤은 이를 '인택트(Interactive Untact)' 면접이라고 부른다. 인터랙티브(대화형)와 언택트를 합친 말로 자택 등 각자 원하는 곳에서 영상회의처럼 진행하는 온라인 그룹 면접을 가리킨다. 인택트 면접이 가능한 배경엔 SK텔레콤의 통화 플랫폼 T전화를 기반으로 한 그룹 영상통화 서비스 '서로'(가칭)가 있다.SK텔레콤은 코로나19를 계기로 재택근무 협업 툴로 영상통화 기술을 고도화하고 있다. SK텔레콤은 영상통화 HD 화질을 3G와 4G(LTE)에선 풀HD(FHD)급으로, 5G에선 최대 4배 선명한 초고화질(QHD)로 각각 업그레이드했다. 대다수 기업이 이용하는 영상회의 서비스 줌(Zoom) 등은 HD 화질이지만 SK텔레콤의 면접은 풀HD급 화질로 이뤄진다. SK텔레콤은 올 하반기 상용화하는 시점에는 최대 55명까지 그룹 영상통화가 가능하도록 개발할 예정이다. 또 인공지능(AI)이 얼굴 인식을 통한 본인 확인과 지원자의 음성과 표정 등을 분석하는 기능도 추가될 것으로 보인다. SK텔레콤 관계자는 ""다른 채용 분야에도 이러한 영상그룹면접 방식을 확대해 적용할 계획""이라고 말했다.코로나19 여파로 언택트 채용 기조가 산업계에 확산되고 있다. 삼성그룹은 '삼성고시'로 불리는 삼성 직무적성검사(GSAT)를 올해 사상 처음으로 온라인으로 치렀다. 그동안은 해마다 상반기와 하반기 두 차례로 나눠 수만 명의 응시생이 오프라인으로 응시해왔지만 올해는 온라인으로 전환되면서 지난달 30일과 31일 이틀간 4차례 분산해서 실시됐다. 취업준비생들은 삼성SDS가 자사 영상회의 솔루션을 응용해서 만든 온라인 프로그램을 이용해 집, 기숙사 등에서 시험을 치렀다. LG전자와 카카오 등은 경력직과 상시채용 지원자에 대해 영상면접을 시행하고 있다. CJ그룹도 일부 직군 공개채용에서 영상면접을 도입했다. 대림산업도 올해 하반기 신입 공채 면접전형에서 서류전형 합격자들을 대상으로 1차 채용 면접을 진행할 때 모바일 장비를 이용한 영상면접을 도입했다. 증권사들도 언택트 채용에 적극적이다. 미래에셋대우는 사전에 질의를 제시하고 지원자들이 답을 한 동영상을 회사 전용 플랫폼에 올리도록 했다. 면접관들은 이 영상을 보면서 지원자를 평가한다. 미래에셋대우 관계자는 ""대면 면접보다 지원자들을 다각도로 평가할 수 있는 게 장점""이라고 설명했다.AI 면접관의 역할도 커지고 있다. 한국투자증권은 올해 상반기 신입 업무직원 채용에 AI 면접을 처음 시행했다. NH투자증권도 이번 채용 과정에 AI를 통한 역량검사를 도입했다. 증권사 관계자는 ""인성평가 등 심층적인 면접은 여전히 대면으로 이뤄지지만 1차 면접 단계 정도에서는 디지털 전략 차원에서라도 AI 이용을 늘리는 추세""라고 말했다. [임영신 기자 / 이용익 기자]"
18,"삼성전자가 최신 인텔 코어 PC 프로세서를 적용한 ‘갤럭시북 S’(사진)를 다음달 3일 출시한다고 16일 발표했다. 두께 11.8㎜, 무게 950g의 초슬림·초경량 디자인에 강력한 컴퓨팅 성능을 갖췄다고 삼성전자는 설명했다.이 제품은 4세대 이동통신(LTE)과 와이파이6를 지원한다. 와이파이6는 역대 가장 빠른 무선 인터넷 기술로 최대 9.6Gbps(초당 기가비트) 속도를 구현한다. 인텔 코어 PC 프로세서 하이브리드 테크놀로지를 적용해 강력한 컴퓨팅 성능을 제공하면서도 전력사용을 효율화했다.커버를 여는 것과 동시에 바로 부팅되고 화면을 터치해 자유롭게 조작할 수 있다. 최대 24시간 지속되는 배터리를 탑재했다. USB-C 타입의 휴대폰 충전기로 충전할 수 있다. 알루미늄 소재 커버에 머큐리 그레이, 얼시 골드 두 가지 색상으로 출시된다. 가격은 113만원부터다.조수영 기자"
19,"카카오키즈는 삼성전자의 최신 스마트폰과 태블릿PC '키즈홈' 메인 화면에 '카카오키즈앱 최신 버전(8.3)'을 기본 탑재했다고 1일 밝혔다. 키즈홈 모드를 사용하는 모든 사용자들은 별도 다운로드 없이 '카카오키즈앱'을 편리하게 이용할 수 있다.삼성전자 '키즈홈'은 유해한 정보로부터 우리 아이를 안전하게 보호하고, 올바른 스마트기기 사용 습관을 키울 수 있도록 도와주는 서비스다. 기기 설정을 '키즈홈' 모드로 전환하면 사용콘텐츠, 사용시간 등을 제한해 아이를 위한 전용 기기로 만들 수 있다. 카카오키즈앱 최신 버전은 2만7000여편의 교육 콘텐츠를 아이들의 연령, 관심, 꿈 등을 기반으로 분석해 맞춤형으로 추천하고 학습상황을 관리하는 기능을 담고 있다. 특히 앱에 탑재된 인공지능(AI) 추천 기능은 카카오키즈 자체 솔루션으로 개발됐고, 앞으로 야나두 신규 서비스에도 적용될 예정이다.김정수 카카오키즈 공동대표는 ""이번 키즈홈 기본 탑재를 시작으로 삼성전자와 추진해온 어린이 전용 태블릿PC '카카오키즈탭' 사업도 지속적으로 확대할 예정""이라며 ""AI 추천기능을 비롯한 다양한 자체 보유 솔루션을 야나두 서비스에 구현해 에듀테크 분야를 선도하는 기업으로 성장해 나갈 것""이라고 말했다"
