,contents
96,"오늘 오전 10시 50분쯤 광양이 한 초등학교 운동장에서 오수관로 공사 도중 도시가스 배관이 파손됐습니다. 이 사고로 소량의 가스만 유출됐고 인명피해는 없었습니다. 소방당국과 가스안전공사는 밸브를 차단한 뒤, 50분 만에 복구 작업을 마쳤습니다.김해정 기자 "
97,전북도는 코로나19 극복 지원을 위해 도시가스요금의 납부유예를 시행한다고 14일 밝혔다.납부유예는 도시가스 사용 소상공인과 주택용 요금경감 가구(사회적 배려대상자)를 대상으로 적용한다. 대상자에게는 4월 요금 청구 분부터 3개월 분(4월 청구서를 이미 납부한 경우는 5~7월 청구서) 요금의 납부기한이 3개월 연장된다. 연장기간 중에는 미납에 따른 연체료가 부과되지 않는다. 또 납부기한이 연장된 요금에 대해서는 납부기한 도래 시부터 12월까지 균등분할 납부가 가능하도록 해 요금 부담이 일시에 몰리지 않게 할 예정이다.납부유예는 4월16일부터 5월15일까지 1개월간 신청 가능하며 신청 월부터 3개월간 요금에 대해 3개월씩 납부기한이 연장되는 혜택을 받게 된다. 기한 이후에 신청한 경우 납기일이 도래하지 않은 잔여 개월 수에 대해서만 혜택을 제공한다.주택용 요금경감 가구는 별도 구비서류가 필요하지 않지만 소상공인은 해당지역 도시가스사 요금고지서에 기재된 고객번호·사업자 등록번호를 확인해야 한다.전북도 관계자는 “이번 조치로 3개월간 도시가스 요금이 연체료 없이 3개월씩 납부 유예되고 연말까지 분할납부도 할 수 있다”면서 “코로나19로 어려움을 겪고 있는 소상공인과 취약계층 가구의 도시가스요금 부담 완화에 기여할 것”이라고 말했다
98,"산업통상자원부는 코로나19 극복 지원을 위해 한국가스공사 및 전국 도시가스사업자의 협조를 통해 이달부터 3개월 동안 도시가스요금 납부유예를 시행한다고 오늘(9일) 밝혔습니다. 대상은 도시가스를 사용하는 전국 소상공인 및 기초생활수급자 등 사회적 배려대상자로, 4월 도시가스요금 청구분부터 3개월분, 4월 청구서를 이미 납부한 경우는 5~7월 청구서 요금의 납부기한이 각 3개월 연장됩니다. 또 기한이 연장된 요금에 대해서는 납부기한으로부터 연말(12월)까지 균등분할 납부를 가능하도록 해 요금 부담이 일시에 몰리지 않도록 할 예정입니다.▶ ‘ 코로나19 확산 우려’ 최신 기사 보기http://news.kbs.co.kr/news/list.do?icd=19588서재희 기자 "
99,"전북 부안군은 코로나19 극복을 위해 이달부터 3개월간 도시가스요금 납부유예를 시행한다고 17일 밝혔다.도시가스요금 납부유예 조치는 도시가스를 사용하는 부안군 소상공인 83개 가게 및 618세대 사회적 배려대상 취약계층가구를 대상으로 적용한다.    이 사업은 한국가스공사 및 관내 도시가스사업자인 ㈜군산도시가스의 협조를 받아 추진한다.  업종별 소기업 중 상시근로자가 5명 또는 10명 미만인 경우에 해당하며 주택용 요금경감 가구는 기초생활수급자(생계·의료·주거·교육 급여자), 차상위계층, 장애인(중증), 독립유공·상이자, 다자녀가구 등 기존 요금경감 대상자다.    유예대상자는 이달 도시가스요금 청구분부터 3개월분 요금의 납부기한이 각 3개월 연장되며 연장기간 중에는 미납에 따른 연체료가 부과되지 않는다.     도시가스요금 이달 청구분을 이미 납부한 경우 5~7월 요금청구분에 각 3개월 납부유예를 적용한다.     도시가스요금 납부기한이 된 시점부터 오는 12월까지 균등분할 납부할 수도 있다.납부유예 신청은 주택용 요금경감 가구는 별도 구비서류가 필요하지 않지만 소상공인은 도시가스 요금고지서에 기재된 고객번호 및 사업자 등록번호를 준비해서 5월15일까지 군산도시가스사 콜센터 및 홈페이지 등을 통해 신청하면 된다.     군 관계자는 “이번 도시가스요금 납부유예 조치로 코로나19로 인해 어려움을 겪고 있는 소상공인 및 취약계층가구의 도시가스요금 부담 완화에 기여할 것으로 기대된다”고 말했다"
100,"경북 예천군은 소상공인 및 취약계층을 위해 도시가스 요금 납부를 3개월간 유예한다고 14일 밝혔다.신종 코로나바이러스 감염증(코로나19) 여파로 어려움을 겪고 있는 소상공인 및 취약계층을 돕기 위한 조치다.도시가스요금 납부유예 지원대상은 소상공인의 경우 '소상공인 보호 및 지원에 관한 법률' 등 관련 법령에 따라 업종별 소기업 중 상시근로자가 5인 또는 10인 미만인 경우이다.주택용 요금경감 가구는 기초생활수급자(생계·의료, 주거, 교육 급여자), 장애인(중증), 독립유공·상이자, 차상위계층, 다자녀가구, 차상위확인서 발급계층 등 기존 요금경감 대상자다.유예 대상자는 4월 도시가스요금 청구분부터 3개월분(4월 청구서를 이미 납부한 경우 5~7월 청구서) 요금의 납부기한이 각 3개월 연장된다.연장 기간 중에는 미납에 따른 연체료가 부과되지 않는다.납부기한이 연장된 요금은 납부기한 도래 시부터 올 12월까지 균등분할 납부가 가능토록해 요금 부담이 일시에 몰리지 않도록 할 예정이다.오는 16일부터 5월 15일까지 대성청정에너지㈜ 콜센터(054-850-1100) 및 홈페이지를 통해 납부유예를 신청해야 한다.신청한 달부터 3개월간 요금에 대해 3개월씩 납부기한이 연장된다.군 관계자는 ""이번 조치로 3개월간 도시가스 요금이 연체료(2%) 없이 3개월씩 납부 유예되고, 연말까지 분할납부도 가능해 소상공인 및 취약계층 가구의 도시가스요금 부담 완화에 기여할 것으로 기대된다""고 말했다.☞공감언론 뉴시스"
101,"경남도청. (사진=자료사진)경남의 17개 시군, 4만 5천 가구에 도시가스가 보급된다.경상남도는 경남에너지㈜, ㈜경동도시가스, ㈜지에스이 등 도내 도시가스 3사가 내년까지 1062억 원을 들여 258km의 도시가스 배관망을 설치할 계획이라고 7일 밝혔다.올해는 590억 원을 투입해 146km의 도시가스 배관망을 설치해 2만 4천여 가구에 도시가스를 공급한다. 내년에는 472억 원을 들여 112km 배관망 설치로 2만 1천여 가구에 도시가스를 공급할 예정이다. 도는 경제성이 부족해 도시가스 공급이 어려운 단독주택에 대해서도 매년 20억 원의 예산을 들여 도시가스 공급 배관 설치 사업을 추진하고 있다.이밖에 남해군에서는 '군 단위 LPG 배관망 구축사업'을, 농어촌 마을 단위에서는 'LPG 소형저장탱크 보급사업'을 추진하는 등 도시가스 수준의 저렴한 비용으로 안전하게 가스를 사용할 수 있는 에너지 복지 사업을 추진 중이다.  이수부 에너지산업과장은 ""앞으로 도시가스 신규 배관망을 지속해서 확대할 예정이며, 도시가스가 공급되지 않는 지역에 대해서도 LPG 소형 저장탱크 등을 보급하도록 하겠다""고 말했다."
102,"4월부터 3개월 납기 연장…12월까지 분납 가능(지디넷코리아=주문정  기자)산업통상자원부는 코로나19 극복 지원을 위해 한국가스공사와 전국 도시가스사업자의 협조를 통해 4월부터 3개월간 도시가스요금 납부유예를 시행한다.도시가스요금 납부유예는 도시가스를 사용하는 전국 소상공인과 주택용 요금경감 가구(사회적 배려대상자)를 대상으로 적용한다.소상공인은 업종별 소기업 가운데 상시근로자가 5인 또는 10인 미만인 경우에 해당한다. 주택용 요금경감 가구는 기초생활수급자와 중증 장애인, 독립유공·상이자, 차상위계층, 다자녀가구, 차상위확인서 발급계층 등 기존 요금경감 대상자다.경남에너지가 도시가스 검침원의 편의와 안전 확보를 위해 도시가스 계량기에 부착한 원격 무선검침기. (사진=경남에너지 제공, 뉴시스)유예 대상자는 4월 도시가스요금 청구분부터 3개월분(4월 청구서를 이미 납부한 경우는 5~7월 청구서) 요금의 납부기한이 3개월씩 연장되며 연장 기간중에는 미납에 따른 연체료가 부과되지 않는다.납부기한이 연장된 요금은 납부기한이 시작하는 날부터 12월까지 균등분할 납부할 수 있다.납부유예는 16일부터 다음달 15일까지 1개월간 관할 도시가스사 콜센터나 홈페이지 등에서 납부유예 신청할 수 있다. 납부유예를 신청하면 신청한 달부터 3개월간 요금 납부기한이 3개월씩 연장된다.소상공인은 해당지역 도시가스사 요금고지서에 기재된 고객번호와 사업자 등록번호를 준비해야 한다. 주택용 요금경감 가구는 별도 구비서류가 필요 없다.도시가스사는 소상공인 자격 확인을 거쳐 소상공인 자격 여부가 불분명한 신청자에게는 중소벤처기업부에서 발급하는 소상공인 확인서 제출을 요청할 예정이다.산업부는 이번 조치로 3개월간 도시가스 요금이 연체료(2%) 없이 3개월씩 납부 유예되고 연말까지 분할납부도 할 수 있어 코로나19로 어려움을 겪고 있는 소상공인 및 취약계층 가구의 도시가스요금 부담 완화에 기여할 것으로 예상했다.주문정 기자"
103,"정부가 전국 소상공인과 취약계층 가구를 대상으로 전기요금에 이어 도시가스 요금도 납부 기한을 3개월간 유예해 주기로 했다.산업통상자원부는 '코로나19' 극복을 위해 한국가스공사와 전국 도시가스 사업자의 협조를 통해 4월부터 3개월간 도시가스 요금 납부유예를 시행한다고 9일 밝혔다.지난달 30일 정부가 3차 비상경제회의를 통해 내놓은 '소상공인 및 저소득층 대상 3개월분 전기요금 납부 기한 연장'에 이은 추가 지원 대책이다. 지원 대상은 업종별 소기업 중 상시근로자 5인 또는 10인 미만인 소상공인과 기초생활수급자, 장애인(중증), 독립유공·상이자, 차상위계층, 다자녀가구, 차상위확인서 발급계층 등이다. 유예 대상자는 4월 가스요금 청구분부터, 이미 4월분을 납부한 경우에는 5∼7월 요금 청구분을 각각 3개월씩 연장하고, 연장 기간 미납에 따른 연체료는 부과하지 않는다.납부기한이 연장된 요금은 납부기한이 도래하는 시기부터 연말까지 균등분할 납부가 가능하도록 해 요금 부담이 일시에 몰리지 않도록 할 예정이다.납부 유예는 16일부터 다음 달 15일까지 1개월간 신청이 가능하며 관할 도시가스사 콜센터나 홈페이지 등을 통해 도시가스사 방문 없이 납부유예 신청을 할 수 있다. 산업부 관계자는 ""3개월간 도시가스 요금이 연체료 없이 3개월씩 납부 유예되고 연말까지 분할납부도 할 수 있어 코로나19로 어려움을 겪고 있는 소상공인과 취약계층 가구의 도시가스 요금 부담 완화에 기여할 것으로 예상된다""고 말했다"
104,"송재호 경동도시가스 회장이 제15대 한국도시가스협회장으로 취임했다.    한국도시가스협회는 10일 서울 더플라자호텔에서 개최한 정기총회에서 만장일치로 송 회장을 신임 협회장으로 선임했다.    협회장 임기는 3년이다.    한국도시가스협회는 회원사 간 이해와 협력으로 도시가스 산업의 건전한 발전을 도모하고자 1984년 설립된 단체로, 현재 전국 34개 도시가스 업체를 회원사로 두고 있다.    송 부회장은 미국 펜실베이니아대 와튼스쿨 경영대학원 과정을 마친 후 경영전략 컨설팅회사인 '부즈 앨런 해밀턴'과 '모니터 그룹' 등에서 경영전략 컨설턴트로 근무하다 2005년 경동도시가스 대표이사로 취임했다.     2015년부터는 3년간 국제가스연맹(IGU) 부회장을 역임하면서 한국 가스업계 위상을 높이고 국제 가스산업 발전을 이끌었다는 평가를 받았다.    송 신임 협회장은 취임사에서 ""도시가스업계는 경기 침체, 지구온난화, 다른 연료와의 경쟁 확대 등으로 성장 한계에 봉착했다""면서 ""선택과 집중을 통한 사업실행력과 회원사 소통 강화, 전문 인력 보강과 위원회 운영 등을 통해 지속해서 성장하는 협회를 만들겠다""고 강조했다.   "
105,※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일]
106,"(사진=대성에너지 제공)대성에너지(주)가 코로나 19 위기 극복을 지원하고자 도시가스 요금 납부를 유예한다.대상은 소상공인과 주택용 요금 경감 가구(사회적 배려 대상자)로 이달부터 3개월간이다.요금 미납에 따른 연체료(2%)는 부과하지 않는다.납부 기한이 연장된 요금에 대해서는 12월까지 균등 분할 납부할 수 있다.도시가스 요금 납부 유예는 17일부터 5월 15일까지 대성에너지(주) 콜센터 등을 통해 신청할 수 있다.우중본 대표이사는 ""이번 조치로 코로나19 사태로 힘든 시기를 겪고 있는 소상공인과 취약계층 가구에 도움이 되기를 기대한다""고 밝혔다."
107,"산업통상자원부 제공 전국 소상공인과 취약계층 가구의 도시가스 요금 납부 기한을 3개월간 유예한다.산업통상자원부는 코로나19 사태 극복을 위해 4∼6월 전국 소상공인과 주택용 요금 경감 가구(사회적 배려대상자)의 가스요금 청구분을 3개월씩 연장한다고 9일 밝혔다.이미 4월분을 납부한 경우에는 5∼7월 요금 청구분을 연장하고, 연장 기간 미납한 데 따른 연체료는 부과하지 않는다.납부기한이 연장된 요금은 납부기한이 도래하는 시기부터 연말까지 균등분할 납부가 가능하도록 해 요금 부담이 일시에 몰리지 않도록 한다.납부 유예는 16일부터 다음 달 15일까지 1개월간 신청할 수 있다.소상공인은 해당 지역 도시가스사 요금고지서에 기재된 고객번호와 사업자 등록 번호를 준비해야 한다. 주택용 요금 경감 가구는 별도의 서류가 필요하지 않다.도시가스사는 소상공인 자격을 확인한 후 자격 여부가 불분명하면 신청자에게 이를 통보하고 중소벤처기업부에서 발급하는 소상공인 확인서를 제출하라고 요구할 예정이다.소상공인 확인서 제출을 요청받은 사업자 중 확인서를 새로 발급받아야 하는 경우 납부유예 신청일로부터 1개월 내 사후 제출할 수 있다.산업부 관계자는 ""3개월치 도시가스 요금이 연체료 없이 3개월씩 납부 유예되고 연말까지 분할납부도 할 수 있어 코로나19로 어려움을 겪고 있는 소상공인과 취약계층 가구의 도시가스 요금 부담 완화에 기여할 것""이라고 기대했다.송현수 기자"
108," 대성에너지㈜는 '코로나19' 위기 극복 지원을 위해 4월부터 3개월간 소상공인 및 주택용 요금경감 가구(사회적 배려대상자)를 대상으로 도시가스요금 납부유예를 시행한다고 17일 밝혔다.   납부유예 신청자는 3개월분(4~6월 도시가스요금 청구분) 요금의 납부 기한이 각 3개월 연장되며, 연장 기간 중 미납에 따른 연체료(2%)는 부과되지 않는다.   또 균등 납부를 신청하는 경우 납부 기한이 연장된 요금에 대해 납부 기한 도래 시부터 연말(12월)까지 균등분할 납부도 가능하다.   도시가스요금 납부유예는 오는 5월 15일까지 대성에너지 콜센터 등을 통해 신청 가능하다.   우중본 대성에너지 대표이사는 ""이번 조치로 코로나19 사태로 더욱 힘든 시기를 겪고 있는 소상공인 및 취약계층 가구에 도움이 되기를 기대한다.”며 “대성에너지는 지역사회의 코로나19 위기 극복을 위해 최선을 다하겠다”고 말했다.   "
109,"경남에너지 등 도시가스 3사 1062억 투입올해 146km, 내년 112km 설치 계획【창원=뉴시스】경남에너지 창원 본사 전경.2019.07.20.(사진=뉴시스 자료사진)"
110,"부안군청 앞 표지석[부안=뉴시스]고석중 기자 = 전북 부안군이 신종 코로나바이러스 감염증(코로나19) 극복을 위해 한국가스공사 및 관내 도시가스사업자인 ㈜군산도시가스의 협조를 받아 이달부터 3개월간 도시가스요금 납부유예를 시행한다고 17일 밝혔다.이번 도시가스요금 납부유예 조치는 도시가스를 사용하는 부안군 소상공인 83개소 가게 및 사회적 배려대상 취약계층618세대를 대상으로 적용한다.소상공인은 소상공인 보호 및 지원에 관한 법률 등 관련 법령에 따라 업종별 소기업 중 상시근로자가 5명 또는 10명 미만인 경우에 해당하며, 주택용 요금경감 가구는 기초생활수급자(생계·의료·주거·교육 급여자), 차상위계층, 장애인(중증), 독립유공·상이자, 다자녀가구 등 기존 요금경감 대상자다.유예대상자는 이달 도시가스요금 청구분부터 3개월분 요금의 납부기한이 각 3개월 연장되며 연장기간 중에는 미납에 따른 연체료가 부과되지 않는다.도시가스요금 이달 청구분을 이미 납부한 경우 5~7월 요금청구분에 각 3개월 납부유예를 적용한다. 또 도시가스요금 납부기한이 된 시점부터 오는 12월까지 균등분할 납부할 수도 있다.납부유예 신청은 주택용 요금경감 가구는 별도 구비서류가 필요하지 않지만, 소상공인은 도시가스 요금고지서에 기재된 고객번호 및 사업자 등록번호를 준비해서 오는 5월 15일까지 군산도시가스사 콜센터나 홈페이지(www.kscg.co.kr) 등을 통해 신청하면 된다.군 관계자는 “이번 도시가스요금 납부유예 조치로 코로나19로 인해 어려움을 겪고 있는 소상공인 및 취약계층 가구의 도시가스요금 부담 완화에 기여할 것으로 기대된다”고 했다.☞공감언론 뉴시스"
111," 산업통상자원부는 코로나19로 어려움을 겪고 있는 소상공인 등 사회적 배려 대상자를 위해 4∼6월 가스요금 청구분을 3개월씩 연장한다고 9일 밝혔다.이미 4월분을 납부한 경우에는 5∼7월 요금 청구분을 연장하고, 연장 기간 미납한 데 따른 연체료는 부과하지 않는다. 납부기한이 연장된 요금은 납부기한이 도래하는 시기부터 연말까지 균등분할 납부가 가능하도록 해 요금 부담이 일시에 몰리지 않도록 한다. 납부 유예는 오는 16일부터 다음 달 15일까지 1개월간 신청할 수 있다.소상공인은 해당 지역 도시가스사 요금고지서에 기재된 고객번호와 사업자 등록 번호를 준비해야 한다. 주택용 요금 경감 가구는 별도의 서류가 필요하지 않다.도시가스사는 소상공인 자격을 확인한 후 자격 여부가 불분명하면 신청자에게 이를 통보하고 중소벤처기업부에서 발급하는 소상공인 확인서를 제출하라고 요구할 예정이다.소상공인 확인서 제출을 요청받은 사업자 중 확인서를 새로 발급받아야 하는 경우 납부유예 신청일로부터 1개월 내 사후 제출할 수 있다.산업부 관계자는 ""3개월 치 도시가스 요금이 연체료 없이 3개월씩 납부 유예되고 연말까지 분할납부도 할 수 있어 코로나19로 어려움을 겪고 있는 소상공인과 취약계층 가구의 도시가스 요금 부담 완화에 기여할 것""이라고 기대했다"
112,세종시 어진동 정부세종청사 산업통상자원부. 2019.09.03.
113,"도시가스요금 납부유예 적용 예시 <자료 산업통상자원부>정부가 코로나19에 대응해 도시가스 요금 납부도 3개월 간 유예한다.산업통상자원부는 한국가스공사와 전국 도시가스사업자와 함께 이달부터 3개월간 도시가스요금 납부를 일부 유예한다고 9일 밝혔다. 납부 유예는 도시가스를 사용하는 전국 소상공인과 주택용 요금경감 가구(사회적 배려대상자)가 대상이다.소상공인은 '소상공인 보호 및 지원에 관한 법률' 등 관련 법령에 따라 '업종별 소기업 중 상시근로자가 5인 또는 10인 미만인 경우'에 해당한다.주택용 요금경감 가구는 △기초생활수급자(생계·의료, 주거, 교육 급여자 △장애인(중증)) △독립유공·상이자 △차상위계층 △다자녀가구 △차상위확인서 발급계층 등 기존 요금경감 대상자가 포함된다.유예 대상자는 이달 도시가스요금 청구분부터 3개월분 요금 납부기한이 각 3개월씩 연장된다. 연장 기간에는 미납에 따른 연체료를 부과하지 않는다. 이달 청구서를 이미 납부했을 때에는 오는 5~7월 청구서가 유예 대상이다.납부기한이 연장된 요금에 대해서는 납부기한 도래시부터 오는 12월까지 균등분할해 납부할 수 있다. 분할납부를 희망하면 납기를 끝내기 전까지 관할 도시가스사 콜센터로 신청해야 한다.납부유예는 오는 16일부터 다음달 15일까지 1개월간 신청 가능하다. 기한내 신청하지 못한 경우, 납부유예 혜택을 받지 못하거나 혜택이 줄어들 수 있다.유예 대상자 중 주택용 요금경감 가구는 별도 구비서류가 필요하지 않지만, 소상공인은 해당지역 도시가스사 요금고지서에 기재된 고객번호 및 사업자 등록번호를 준비해야 한다. 도시가스사는 소상공인 자격에 대한 확인을 거쳐 소상공인 자격 여부가 불분명한 신청자에게 이를 통보하고 중기부에서 발급하는 소상공인 확인서 제출을 요청한다.확인서 제출을 요청받은 사업자 중 소상공인 확인서를 새로 발급받아야 하는 소비자는 납부유예 신청일로부터 1개월 이내 사후제출이 가능하도록 했다. 납부유예 신청 후 1개월 이내에도 소상공인 확인서를 제출하지 못하면 납부유예 적용이 취소되고 미납 요금에 대한 연체료가 부과될 수 있다.변상근기자"
114,"대구지역 코로나19 대응 위한 방역·의료 지원에 1500만 원 기탁한국가스공사 대구 본사 사옥 전경. 가스공사 제공 한국가스공사(사장 채희봉)는 26일 대구 혁신도시 8개 공공기관과 함께 코로나19 확산 대응과 위기 극복을 위한 공동성금 1500만 원을 대구광역시사회복지공동모금회에 전달했다고 밝혔다.8개 공공기관은 신용보증기금, 한국감정원, 한국산업단지공단, 한국산업기술평가관리원, 한국장학재단, 한국정보화진흥원, 한국사학진흥재단, 한국교육학술정보원이다.성금 전액은 대구지역 코로나19 예방에 필요한 방역 물품 및 의료 지원 등에 사용될 예정이다.가스공사 등 혁신도시 공공기관은 한마음으로 지역사회를 위한 나눔을 실천하고자 지난 2014년 12월 ‘사회공헌 협의체’를 구성해 올해로 6년째 공동 사회공헌 사업을 시행하고 있다.가스공사 관계자는 “앞으로도 혁신도시 공공기관 모두가 힘을 합쳐 지역사회의 위기를 함께 헤쳐 나가고 상생협력의 토대를 마련하기 위한 다양한 활동을 적극 추진하겠다”고 말했다.송현수 기자"
115,"경남도청 (사진=자료사진)경남의 도시가스를 공급하는 경남에너지와 경동도시가스, 지에스이가 소상공인 등 사회적 배려 대상자를 대상으로 요금 납부를 유예하기로 했다.10일 경상남도에 따르면, 이들 3개 업체는 이달부터 3개월간 도시가스 요금 납부 유예를 시행한다.업종별 소기업 가운데 상시근로자가 5인 또는 10인 미만의 소상공인과 기초생활수급자, 장애인, 독립유공·상이자, 차상위계층, 다자녀가구 등이 대상이다. 이달 도시가스 청구 요금부터 납부 기한이 3개월씩 연장되며, 이 기간에는 미납 연체료가 부과되지 않는다. 4월 요금을 냈을 때는 다음 달 청구부터 해당한다. 납부 기한이 연장된 요금은 연말까지 균등 분할 납부도 가능하다. 분할 납부를 원하는 경우 16일부터 다음 달 15일까지 관할 도시가스 콜센터로 신청하면 된다.이번 납부 유예로 도내 27만여 가구가 혜택을 받을 것으로 보인다.  "
116," 경기도가 도시가스 보급 확대를 위해 내년까지 총 594㎞ 도시가스 배관망을 추가로 설치한다고 31일 밝혔다.수원시 고등지구 일원, 용인시 원삼면 미평리 등 도내 580개 지역이 내년까지 도시가스 공급을 받게 된다. 이날 경기도에 따르면 도는 ‘도시가스사업법’에 따라 ㈜삼천리 등 도내 6개 도시가스사업자가 제출한 공사계획을 기초로 ‘도시가스 공급시설 2개년 공사계획’을 수립해 이 날 고시했다.규정에 따르면 도지사는 매년 3월 말일까지 해당 연도를 포함한 2년간 가스공급시설 공사계획을 수립해 공고하도록 하고 있다. 올해는 총 사업비 1141억원을 투입해 294㎞ 도시가스 배관망을 도내 새로 설치한다. 지역으로는 부천시 심곡동 179-3 신축 주상복합, 연천군 연천읍 은통산업단지 일원 등 322곳 27만8415가구다.도시가스 배관망 설치. [경기도 제공]내년에는 총 사업비 1214억원을 투입해 배관망 300㎞를 추가로 설치할 예정이다. 지역으로는 수원시 서호지구 2단계, 파주시 운정 3지구 등 258곳 12만5336가구다. 설치가 계획대로 진행될 경우 도는 총 40여 만 세대에 도시가스 공급이 가능할 걸로 전망하고 있다.세부 공급계획과 지역은 해당 시·군이나 도시가스회사, 경기도 홈페이지에서 확인할 수 있다"
117," 전북도가 코로나19로 어려움에 처한 소상공인 등에게 도시가스 공급중지 유예제도를 시행 하고 있는 가운데 도시가스 요금 납부도 3개월간 유예하기로 했다.전북도는 17일 산업통상자원부 지침에 따라 한국가스공사 및 도시가스사업자와 협력해 이달부터 3개월간 도시가스 요금 납부 유예제도를 시행한다고 밝혔다.도시가스 요금 납부 유예는 도시가스를 사용하는 소상공인 및 주택용 요금경감 가구(사회적 배려대상자)를 대상으로 적용된다.유예 대상자는 이번달 도시가스요금 청구분부터 3개월분(4월 청구서를 이미 납부한 경우는 5~7월 청구서) 요금의 납부기한이 3개월씩 연장되며, 연장 기간 중에는 미납에 따른 연체료가 부과되지 않는다.또 납부기한이 연장된 요금에 대해서는 납부기한 도래 시부터 연말(12월)까지 균등분할 납부가 가능토록 해 요금 부담이 일시에 몰리지 않도록 할 예정이다.납부 유예 신청은 도시가스를 사용하는 전국 소상공인과 주택용 요금경감 가구(사회적 배려대상자)에서 관할 도시가스사 콜센터 및 홈페이지(참고2) 등을 통해 도시가스사 방문 없이 내달 15일까지 가능하다.주택용 요금경감 가구는 별도 구비서류가 필요하지 않지만, 소상공인은 해당지역 도시가스사 요금고지서에 기재된 고객번호 및 사업자 등록번호를 준비해야 한다.도시가스사는 소상공인 자격 확인을 거쳐 소상공인 자격 여부가 불분명한 신청자에게 이를 통보하고 중소벤처기업부에서 발급하는 소상공인 확인서 제출을 요청할 예정이다.확인서 제출을 요청받은 사업자 중 소상공인 확인서를 새로 발급 받아야 하는 소비자는 납부유예 신청일로부터 1개월 이내 사후제출이 가능토록 해 확인서 발급 부담을 완화할 계획이다.전북도 관계자는 “이번 조치는 3개월간 도시가스 요금이 연체료(2%) 없이 3개월씩 납부 유예되고 연말까지 분할납부도 할 수 있어, 코로나19로 어려움을 겪고 있는 소상공인 및 취약계층의 도시가스요금 부담 완화에 기여할 것”이라고 말했다.호남취재본부 박선강 기자"
118,코로나19 어려움 겪는 시민·소상공인 지원【광주=뉴시스】광주시청 전경.
119," 부산시와 부산도시가스가 도시가스 공급확대를 위한 투자에 집중한다. 내년까지 도시가스 평균보급률을 96.4%까지 끌어올린다는 방침이다.부산시는 부산도시가스와 함께 ‘도시가스 보급 확대계획’을 추진한다고 19일 밝혔다. 2021년까지 7대 특·광역시 도시가스 평균보급률 96%를 웃도는 96.4%를 달성하는 게 목표다. 2019년 6월 기준 부산 도시가스 보급률은 93.4%다. 이를 위해 가스공급관 연간 투자비를 20% 높이고 목돈 마련이 어려운 서민층에 대한 실제적인 지원확대 및 제도개선으로 2021년까지 시내 미보급 서민층 지역에 보급을 완료하기로 했다. 특히 2024년까지는 원거리 대규모 투자지역까지 보급할 계획이다.서민층에 대한 가스공급사의 의무투자비 확대와 가구당 설치비용 부담경감제도 개선을 통해 목표 달성에 속도를 낸다. 또 보급률이 낮은 원도심 4개 구의 전수 실태조사 결과를 바탕으로 단계적인 보급계획 수립, 부산도시가스의 지원기금 기부로 기초수급자 등 서민층에 대해 최고 200만원까지 지원 확대 및 관련 제도 개정 등 가능한 모든 방법을 동원할 방침이다.이와 함께 시는 도시가스의 보급확대에 따라 안전사고를 예방하는 사업도 추진한다. 지난해 10월 전포동에 개소한 가스안전체험관(SHE센터)을 통한 15개 지역서비스 점검원 교육과 노인층 대상 정보기술(IT) 사용 교육을 이번 달부터 시작할 계획이다.‘LP가스 안전돌보미 사업’을 통해 서민층 가스사용시설 안전점검 및 안전사용 교육과 ‘LP고무호스 사용시설의 금속배관 무료교체 지원사업’ ‘가스안전밸브(타이머 콕) 무료 설치사업’ 등도 계속 추진해 안전한 가스사용 환경을 확대한다.시 관계자는 “부산은 원도심의 주택이 산 중턱에 형성된 지리적 특성과 상대적으로 높은 연평균 기온, 주택용 가스의 낮은 판매량 등으로 공급관 설치 시 경제성 미달지역이 많이 발생해 도시가스 보급률을 높이기 어려운 여건”이라면서도 “청정하고 저렴한 도시가스 보급을 신속히 확대할 수 있도록 관계기관과 노력하겠다”고 말했다./부산=조원진기자"
120,"부산시와 부산도시가스는 코로나19로 어려움을 겪는 소상공인과 취약계층에게 도시가스 요금 납부를 유예한다고 17일 밝혔다.유예기간은 4월분부터 3개월간이다.대상은 ‘소상공인 보호 및 지원에 관한 법률’ 등에 따라 상시근로자가 10명 미만의 광업·제조업·건설업·운수업과 5명 미만인 업종의 소상공인이다. 또 기초생활수급자, 중증 장애인, 독립유공자·상이자, 다자녀 가구, 차상위계층 등 취약계층도 포함된다.취약계층은 별도 구비서류가 필요 없지만, 소상공인은 도시가스사 요금고지서에 기재된 고객번호 및 사업자등록번호를 준비해야 하며 확인 과정을 거쳐 중소벤처기업부에서 발급하는 소상공인 확인서를 제출해야 한다.신청 기간은 5월15일까지이며 부산도시가스 누리집과 전화상담실에서 신청할 수 있다.권기정 기자"
